Cara,Tipo de cara,Nombre de campaña,Cliente,Operación,Código de contrato (opcional),Monto total,APS Global,CUIC,Articulo,Ejecutivo de Ventas,Descripción (opcional),Periodo,Segmentos,Versión,Ciudad
PV1086,Flujo,2DA PRUEBA DE RESISTENCIA - INST IMU,IMURECICLA,CORTESIA,55248,$0,70876,11590,CT-P2-COB-PV,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,2DA. CAMPAÑA PRUEBA DE RESISTENCIA,Puerto Vallarta
PV1086,Contraflujo,2DA PRUEBA DE RESISTENCIA - INST IMU,IMURECICLA,CORTESIA,55248,$0,70876,11590,CT-P2-COB-PV,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,2DA. CAMPAÑA PRUEBA DE RESISTENCIA,Puerto Vallarta
PV1086,Flujo2,2DA PRUEBA DE RESISTENCIA - INST IMU,IMURECICLA,CORTESIA,55248,$0,70876,11590,CT-P2-COB-PV,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,2DA. CAMPAÑA PRUEBA DE RESISTENCIA,Puerto Vallarta
PV1086,Contraflujo2,2DA PRUEBA DE RESISTENCIA - INST IMU,IMURECICLA,CORTESIA,55248,$0,70876,11590,CT-P2-COB-PV,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,2DA. CAMPAÑA PRUEBA DE RESISTENCIA,Puerto Vallarta
PV1087,Flujo,MOVIMIENTO CIUDADANO 2026,PARTIDO MOVIMIENTO CIUDADANO,CORTESIA,55289,$0,70886,9689,CT-P2-COB-PV,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,MOVIMIENTO CIUDADANO 2026,Puerto Vallarta
PV1087,Contraflujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1087,Flujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1087,Contraflujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1088,Flujo,CONSEJO DE LA COMUNICACION 2026,CONSEJO DE LA COMUNICACIÓN,CORTESIA,55407,$0,70552,8433,CT-P2-COB-PV,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,GENERICO,Puerto Vallarta
PV1088,Contraflujo,TRTONES-LA RADIO NO MURIO,CORTESIA,CORTESIA,55363,$0,70901,10867,CT-P2-COB-PV,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,TRITONES / LA RADIO NO MURIO,Puerto Vallarta
PV1088,Flujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1088,Contraflujo2,PONTE LA VERDE,CORTESIA,CORTESIA,55361,$0,70900,10867,CT-P2-COB-PV,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PONTE LA VERDE,Puerto Vallarta
PV1089,Flujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1089,Contraflujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1089,Flujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1089,Contraflujo2,PONTE LA VERDE,CORTESIA,CORTESIA,55361,$0,70900,10867,CT-P2-COB-PV,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PONTE LA VERDE,Puerto Vallarta
PV1090,Flujo,2DA PRUEBA DE RESISTENCIA - INST IMU,IMURECICLA,CORTESIA,55248,$0,70876,11590,CT-P2-COB-PV,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,2DA. CAMPAÑA PRUEBA DE RESISTENCIA,Puerto Vallarta
PV1090,Contraflujo,2DA PRUEBA DE RESISTENCIA - INST IMU,IMURECICLA,CORTESIA,55248,$0,70876,11590,CT-P2-COB-PV,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,2DA. CAMPAÑA PRUEBA DE RESISTENCIA,Puerto Vallarta
PV1090,Flujo2,2DA PRUEBA DE RESISTENCIA - INST IMU,IMURECICLA,CORTESIA,55248,$0,70876,11590,CT-P2-COB-PV,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,2DA. CAMPAÑA PRUEBA DE RESISTENCIA,Puerto Vallarta
PV1090,Contraflujo2,2DA PRUEBA DE RESISTENCIA - INST IMU,IMURECICLA,CORTESIA,55248,$0,70876,11590,CT-P2-COB-PV,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,2DA. CAMPAÑA PRUEBA DE RESISTENCIA,Puerto Vallarta
PV1091,Flujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1091,Contraflujo,CONSEJO DE LA COMUNICACION 2026,CONSEJO DE LA COMUNICACIÓN,CORTESIA,55407,$0,70552,8433,CT-P2-COB-PV,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,GENERICO,Puerto Vallarta
PV1091,Flujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1091,Contraflujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1092,Flujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1092,Contraflujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1092,Flujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1092,Contraflujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1093,Flujo,PONTE LA VERDE,CORTESIA,CORTESIA,55361,$0,70900,10867,CT-P2-COB-PV,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PONTE LA VERDE,Puerto Vallarta
PV1093,Contraflujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1093,Flujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1093,Contraflujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1095,Flujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1095,Contraflujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1095,Flujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1095,Contraflujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1100,Flujo,CONSEJO DE LA COMUNICACION 2026,CONSEJO DE LA COMUNICACIÓN,CORTESIA,55407,$0,70552,8433,CT-P2-COB-PV,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,GENERICO,Puerto Vallarta
PV1100,Contraflujo,TRTONES-LA RADIO NO MURIO,CORTESIA,CORTESIA,55363,$0,70901,10867,CT-P2-COB-PV,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,TRITONES / LA RADIO NO MURIO,Puerto Vallarta
PV1100,Flujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1100,Contraflujo2,PONTE LA VERDE,CORTESIA,CORTESIA,55361,$0,70900,10867,CT-P2-COB-PV,KARLA BASURTO,,Catorcenas 2026,Catorcena #7,PONTE LA VERDE,Puerto Vallarta
VR1010,Flujo,BANCO AZTECA VISA,VISA,RENTA,55354,"$4,200",70855,2538,RT-P3-COB-BR,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,VISA BANCO AZTECA,Veracruz
VR1010,Contraflujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1010,Flujo2,E-PURA,EPURA,RENTA,55410,"$2,304",70918,11800,RT-P2-COB-BR,ALEJANDRO HERRERA,,Catorcenas 2026,Catorcena #7,GENERCO,Veracruz
VR1010,Contraflujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1011,Flujo,E-PURA,EPURA,RENTA,55410,"$2,304",70918,11800,RT-P2-COB-BR,ALEJANDRO HERRERA,,Catorcenas 2026,Catorcena #7,GENERCO,Veracruz
VR1011,Contraflujo,VIX MUNDIAL,VIX,RENTA,1694,"$3,742",1434,10371,RT-P3-COB-BR,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,TELEVISA COPA MUNDIAL,Veracruz
PV1101,Flujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
PV1101,Contraflujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Puerto Vallarta
VR1013,Flujo,E-PURA,EPURA,RENTA,55410,"$2,304",70918,11800,RT-P2-COB-BR,ALEJANDRO HERRERA,,Catorcenas 2026,Catorcena #7,GENERCO,Veracruz
VR1013,Contraflujo,BANCO AZTECA VISA,VISA,RENTA,55354,"$4,200",70855,2538,RT-P3-COB-BR,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,VISA BANCO AZTECA,Veracruz
VR1013,Flujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1013,Contraflujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1015,Flujo,FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,55312,"$2,575",70508,1559,RT-P2-COB-BR,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,FONDO ROJO,Veracruz
VR1015,Contraflujo,E-PURA,EPURA,RENTA,55410,"$2,304",70918,11800,RT-P2-COB-BR,ALEJANDRO HERRERA,,Catorcenas 2026,Catorcena #7,GENERCO,Veracruz
VR1015,Flujo2,DIAMOND FILMS EL DRAMA,DIAMOND FILMS,RENTA,1744,"$3,816",1465,9848,RT-P2-COB-BR,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,EL DRAMA,Veracruz
VR1015,Contraflujo2,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1709,"$3,500",1269,11734,RT-P2-COB-BR,ALDO TAVERA,,Catorcenas 2026,Catorcena #7,POWERADE TAPAS DORADAS,Veracruz
VR1016,Flujo,E-PURA,EPURA,RENTA,55410,"$2,304",70918,11800,RT-P2-COB-BR,ALEJANDRO HERRERA,,Catorcenas 2026,Catorcena #7,GENERCO,Veracruz
VR1016,Contraflujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1016,Flujo2,E-PURA,EPURA,RENTA,55410,"$2,304",70918,11800,RT-P2-COB-BR,ALEJANDRO HERRERA,,Catorcenas 2026,Catorcena #7,GENERCO,Veracruz
VR1016,Contraflujo2,DIAMOND FILMS EL DRAMA,DIAMOND FILMS,RENTA,1744,"$3,816",1465,9848,RT-P2-COB-BR,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,EL DRAMA,Veracruz
VR1018,Flujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1018,Contraflujo,E-PURA,EPURA,RENTA,55410,"$2,304",70918,11800,RT-P2-COB-BR,ALEJANDRO HERRERA,,Catorcenas 2026,Catorcena #7,GENERCO,Veracruz
VR1018,Flujo2,CONSEJO DE LA COMUNICACION 2026,CONSEJO DE LA COMUNICACIÓN,CORTESIA,55407,$0,70552,8433,CT-P2-COB-BR,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,GENERCO,Veracruz
VR1018,Contraflujo2,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1709,"$3,500",1269,11734,RT-P2-COB-BR,ALDO TAVERA,,Catorcenas 2026,Catorcena #7,LATAS,Veracruz
VR1019,Flujo,E-PURA,EPURA,RENTA,55410,"$2,304",70918,11800,RT-P2-COB-BR,ALEJANDRO HERRERA,,Catorcenas 2026,Catorcena #7,GENERCO,Veracruz
VR1019,Contraflujo,DIAMOND FILMS EL DRAMA,DIAMOND FILMS,BONIFICACION,1745,$0,1465,9848,BF-P2-COB-BR,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,EL DRAMA,Veracruz
VR1019,Flujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1019,Contraflujo2,NIDAL NESTLE,NIDAL,RENTA,55388,"$1,750",70784,11808,RT-P2-COB-BR,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NIDAL,Veracruz
VR1017,Flujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1017,Contraflujo,BBVA PORTABILIDAD DE NOMINA 26,BBVA,RENTA,55327,"$2,742",70889,9577,RT-P2-COB-BR,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,300 POR CADA AMIGO ,Veracruz
VR1017,Flujo2,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1709,"$3,500",1269,11734,RT-P2-COB-BR,ALDO TAVERA,,Catorcenas 2026,Catorcena #7,LATAS,Veracruz
VR1017,Contraflujo2,FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,55312,"$2,575",70508,1559,RT-P2-COB-BR,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,FONDO ROJO,Veracruz
VR1020,Flujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1020,Contraflujo,E-PURA,EPURA,RENTA,55410,"$2,304",70918,11800,RT-P2-COB-BR,ALEJANDRO HERRERA,,Catorcenas 2026,Catorcena #7,GENERCO,Veracruz
VR1020,Flujo2,PROFUTURO SOFOM,PROFUTURO,RENTA,1705,"$2,257",1408,11654,RT-P2-COB-BR,SARA PICHARDO,,Catorcenas 2026,Catorcena #7,PAREJA,Veracruz
VR1020,Contraflujo2,NIDAL NESTLE,NIDAL,RENTA,55388,"$1,750",70784,11808,RT-P2-COB-BR,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NIDAL,Veracruz
VR1022,Flujo2,BANCO AZTECA VISA,VISA,RENTA,55354,"$4,200",70855,2538,RT-P3-COB-BR,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,VISA BANCO AZTECA,Veracruz
VR1022,Contraflujo2,E-PURA,EPURA,RENTA,55410,"$2,304",70918,11800,RT-P2-COB-BR,ALEJANDRO HERRERA,,Catorcenas 2026,Catorcena #7,GENERCO,Veracruz
VR1023,Flujo,VIX MUNDIAL,VIX,RENTA,1694,"$3,742",1434,10371,RT-P3-COB-BR,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,TELEVISA COPA MUNDIAL,Veracruz
VR1023,Contraflujo,E-PURA,EPURA,RENTA,55410,"$2,304",70918,11800,RT-P2-COB-BR,ALEJANDRO HERRERA,,Catorcenas 2026,Catorcena #7,GENERCO,Veracruz
VR1023,Flujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1023,Contraflujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1024,Flujo,E-PURA,EPURA,RENTA,55410,"$2,304",70918,11800,RT-P2-COB-BR,ALEJANDRO HERRERA,,Catorcenas 2026,Catorcena #7,GENERCO,Veracruz
VR1024,Contraflujo,BANCO AZTECA VISA,VISA,RENTA,55354,"$4,200",70855,2538,RT-P3-COB-BR,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,VISA BANCO AZTECA,Veracruz
VR1025,Flujo,BBVA PORTABILIDAD DE NOMINA 26,BBVA,RENTA,55327,"$2,742",70889,9577,RT-P2-COB-BR,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,300 POR CADA AMIGO ,Veracruz
VR1025,Contraflujo,E-PURA,EPURA,RENTA,55410,"$2,304",70918,11800,RT-P2-COB-BR,ALEJANDRO HERRERA,,Catorcenas 2026,Catorcena #7,GENERCO,Veracruz
VR1025,Flujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1025,Contraflujo2,E-PURA,EPURA,RENTA,55410,"$2,304",70918,11800,RT-P2-COB-BR,ALEJANDRO HERRERA,,Catorcenas 2026,Catorcena #7,GENERCO,Veracruz
VR1027,Flujo,E-PURA,EPURA,RENTA,55410,"$2,304",70918,11800,RT-P2-COB-BR,ALEJANDRO HERRERA,,Catorcenas 2026,Catorcena #7,GENERCO,Veracruz
VR1027,Contraflujo,PROFUTURO SOFOM,PROFUTURO,RENTA,1705,"$2,257",1408,11654,RT-P2-COB-BR,SARA PICHARDO,,Catorcenas 2026,Catorcena #7,VIAJERO,Veracruz
VR1030,Flujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1030,Contraflujo,E-PURA,EPURA,RENTA,55410,"$2,304",70918,11800,RT-P2-COB-BR,ALEJANDRO HERRERA,,Catorcenas 2026,Catorcena #7,GENERCO,Veracruz
VR1026,Flujo,VIX MUNDIAL,VIX,BONIFICACION,1695,$0,1434,10371,BF-P3-COB-BR,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,TELEVISA COPA MUNDIAL,Veracruz
VR1026,Contraflujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1026,Flujo2,CONSEJO DE LA COMUNICACION 2026,CONSEJO DE LA COMUNICACIÓN,CORTESIA,55407,$0,70552,8433,CT-P2-COB-BR,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,GENERCO,Veracruz
VR1026,Contraflujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1030,Flujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1030,Contraflujo2,BBVA PORTABILIDAD DE NOMINA 26,BBVA,RENTA,55327,"$2,742",70889,9577,RT-P2-COB-BR,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,300 POR CADA AMIGO ,Veracruz
VR1029,Flujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1029,Contraflujo,CONSEJO DE LA COMUNICACION 2026,CONSEJO DE LA COMUNICACIÓN,CORTESIA,55407,$0,70552,8433,CT-P2-COB-BR,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,GENERCO,Veracruz
VR1029,Flujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1029,Contraflujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1038,Flujo,FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,55312,"$2,575",70508,1559,RT-P2-COB-BR,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #7,FONDO ROJO,Veracruz
VR1038,Contraflujo,E-PURA,EPURA,RENTA,55410,"$2,304",70918,11800,RT-P2-COB-BR,ALEJANDRO HERRERA,,Catorcenas 2026,Catorcena #7,GENERCO,Veracruz
VR1038,Flujo2,DIAMOND FILMS EL DRAMA,DIAMOND FILMS,RENTA,1744,"$3,816",1465,9848,RT-P2-COB-BR,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,EL DRAMA,Veracruz
VR1038,Contraflujo2,NIDAL NESTLE,NIDAL,RENTA,55388,"$1,750",70784,11808,RT-P2-COB-BR,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NIDAL,Veracruz
VR1031,Flujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1031,Contraflujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1031,Flujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1031,Contraflujo2,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1709,"$3,500",1269,11734,RT-P2-COB-BR,ALDO TAVERA,,Catorcenas 2026,Catorcena #7,POWERADE TAPAS DORADAS,Veracruz
VR1032,Flujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1032,Contraflujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1032,Flujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1032,Contraflujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1033,Flujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1033,Contraflujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1033,Flujo2,DIAMOND FILMS EL DRAMA,DIAMOND FILMS,BONIFICACION,1745,$0,1465,9848,BF-P2-COB-BR,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #7,EL DRAMA,Veracruz
VR1033,Contraflujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1034,Flujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1034,Contraflujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1035,Flujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1035,Contraflujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1035,Flujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1035,Contraflujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1036,Flujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1036,Contraflujo,NIDAL NESTLE,NIDAL,RENTA,55388,"$1,750",70784,11808,RT-P2-COB-BR,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #7,NIDAL,Veracruz
VR1036,Flujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1036,Contraflujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1037,Flujo,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1037,Contraflujo,VIX MUNDIAL,VIX,BONIFICACION,1695,$0,1434,10371,BF-P3-COB-BR,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #7,TELEVISA COPA MUNDIAL,Veracruz
VR1037,Flujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
VR1037,Contraflujo2,CORTESIA,CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #7,CORTESIA,Veracruz
