Campaña,Anunciante,Operación,Código de contrato (Opcional),Precio por cara (Opcional),APS Global,CUIC,Articulo,Vendedor,Descripción (Opcional),Inicio o Periodo,Fin o Segmento,Arte,Código de arte (Opcional),Arte Url (Opcional),Origen del arte (Opcional),Unidad,Cara,Ciudad,Tipo de Distribución,Reproducciones
IKEA,IKEA,RENTA,54841,"$3,220",70675,10240,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,IKEA,,,,1909C,Flujo,Ciudad de México,RENTA,
EL PALACIO IMAGEN,EL PALACIO DE HIERRO,RENTA,54853,"$3,935",70661,9898,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1909C,Contraflujo,Ciudad de México,RENTA,
EL PALACIO IMAGEN,EL PALACIO DE HIERRO,RENTA,54853,"$3,935",70661,9898,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1233,Flujo,Ciudad de México,RENTA,
"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1428,"$5,406",1269,11734,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #5,LATAS,,,,1233,Contraflujo,Ciudad de México,RENTA,
EL PALACIO IMAGEN,EL PALACIO DE HIERRO,RENTA,54853,"$3,935",70661,9898,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1910C,Flujo,Ciudad de México,RENTA,
Warner / THE BRIDE,WARNER PICTURES,BONIFICACION,54790,$0,70707,1934,BF-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,NOVIA,,,,1910C,Contraflujo,Ciudad de México,RENTA,
CINEPOLIS TEMPORADA DE PREMIOS,CINEPOLIS,RENTA,54760,"$4,300",70737,10427,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #5,TEMPORADA DE PREMIOS CINEPOLIS,,,,1235,Flujo,Ciudad de México,RENTA,
EL PALACIO IMAGEN,EL PALACIO DE HIERRO,RENTA,54853,"$3,935",70661,9898,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1235,Contraflujo,Ciudad de México,RENTA,
PATRICK TA,SEPHORA,BONIFICACION,1439,$0,1337,10890,BF-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #5,PATRICK TA,,,,1911C,Flujo,Ciudad de México,RENTA,
TANG,TANG,RENTA,54722,"$5,348",70606,11774,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #5,TANG,,,,1911C,Contraflujo,Ciudad de México,RENTA,
HERBAL,HERBAL ESSENSES,RENTA,54778,"$3,966",70603,11260,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,HERBAL PERFUME CAPILAR,,,,8202,Flujo,Ciudad de México,RENTA,
L'ORÉAL - REVITALIF - SKIN LASER,LOREAL,RENTA,54809,"$2,380",70594,11724,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,EMBAJADORA,,,,8202,Contraflujo,Ciudad de México,RENTA,
PATRICK TA,SEPHORA,BONIFICACION,1439,$0,1337,10890,BF-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #5,PATRICK TA,,,,8902C,Flujo,Ciudad de México,RENTA,
SECRET CAROLINA,SECRET,RENTA,54845,"$3,575",70750,11254,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,SECRET,,,,8902C,Contraflujo,Ciudad de México,RENTA,
AFORE XXI,CARRERA KARDIAS,RENTA,54836,"$3,100",70721,10475,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #5,AFORE XXI,,,,1045,Flujo,Ciudad de México,RENTA,
NESTLE LA LECHERA,LA LECHERA,RENTA,54724,"$2,337",70665,11753,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,CARNATION Y LECHERA,,,,1045,Contraflujo,Ciudad de México,RENTA,
PANTENE,PANTENE,RENTA,54794,"$3,966",70729,11261,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1046,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1046,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1551,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1551,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1552,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1552,Contraflujo,Ciudad de México,RENTA,
"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1428,"$5,406",1269,11734,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #5,PROMOBOLETOS,,,,1053,Flujo,Ciudad de México,RENTA,
PATRICK TA,SEPHORA,BONIFICACION,1439,$0,1337,10890,BF-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #5,PATRICK TA,,,,1053,Contraflujo,Ciudad de México,RENTA,
EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,54850,"$3,935",70714,9898,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #5,PERIÓDICO ABIERTO,,,,1054,Contraflujo,Ciudad de México,RENTA,
ALICIA EEPDLM CDMX,LETSGO,RENTA,1430,"$3,700",1355,11549,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #5,ALICIA,,,,1055,Flujo,Ciudad de México,RENTA,
CAFE LEGAL,CAFE LEGAL,RENTA,1414,"$3,900",1309,11771,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1055,Contraflujo,Ciudad de México,RENTA,
SECRET CAROLINA,SECRET,RENTA,54845,"$3,575",70750,11254,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,SECRET,,,,1056,Flujo,Ciudad de México,RENTA,
PLAN AT&T MUNDIAL,AT&T,RENTA,54774,"$4,186",70482,11249,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,AT&T IPHONE 17 PRO,,,,1056,Contraflujo,Ciudad de México,RENTA,
PANTENE,PANTENE,RENTA,54794,"$3,966",70729,11261,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1057,Flujo,Ciudad de México,RENTA,
DIDI RIDES - Zonas,DIDI,RENTA,54812,"$2,695",70587,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,30% OFF EN MAÑANAS Y TARDES,,,,1057,Contraflujo,Ciudad de México,RENTA,
L'ORÉAL - REVITALIF - SKIN LASER,LOREAL,RENTA,54809,"$2,380",70594,11724,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,ENVASES,,,,1058,Flujo,Ciudad de México,RENTA,
AFORE XXI,CARRERA KARDIAS,RENTA,54836,"$3,100",70721,10475,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #5,AFORE XXI,,,,1058,Contraflujo,Ciudad de México,RENTA,
PROJECT HAIL MARY,SONY PICTURES,RENTA,54846,"$3,327",70752,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,FIN DEL MUNDO,,,,1059,Flujo,Ciudad de México,RENTA,
L'ORÉAL - MAYBELLINE - SUPER STAY FLEX POWDER,LOREAL,RENTA,54928,"$3,400",70777,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1059,Contraflujo,Ciudad de México,RENTA,
DiDi / CARD,DIDI,RENTA,54792,"$3,965",70695,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1560,Contraflujo,Ciudad de México,RENTA,
CAFE LEGAL,CAFE LEGAL,RENTA,1414,"$3,900",1309,11771,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1561,Flujo,Ciudad de México,RENTA,
NIDO,NIDO,RENTA,54888,"$3,339",#N/A,#N/A,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,NIDO,,,,1561,Contraflujo,Ciudad de México,RENTA,
PATRICK TA,SEPHORA,BONIFICACION,1439,$0,1337,10890,BF-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #5,PATRICK TA,,,,1562,Flujo,Ciudad de México,RENTA,
NIDO,NIDO,RENTA,54888,"$3,339",#N/A,#N/A,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,NIDO,,,,1562,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1064,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1064,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1065,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1065,Contraflujo,Ciudad de México,RENTA,
GOU PRODUCCIONES MATILDA,GOU PRODUCCIONES,RENTA,54884,"$3,213",70763,11635,RT-P1-COB-MX,DULCE BALTIERRA,,Catorcenas 2026,Catorcena #5,LARA,,,,1066,Flujo,Ciudad de México,RENTA,
HOPPERS,DISNEY,RENTA,54780,"$4,171",70706,11785,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,HOPPERS,,,,1066,Contraflujo,Ciudad de México,RENTA,
ALICIA EEPDLM CDMX,LETSGO,RENTA,1430,"$3,700",1355,11549,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #5,ALICIA,,,,1067,Flujo,Ciudad de México,RENTA,
GOU PRODUCCIONES MATILDA,GOU PRODUCCIONES,RENTA,54884,"$3,213",70763,11635,RT-P1-COB-MX,DULCE BALTIERRA,,Catorcenas 2026,Catorcena #5,ADULTOS,,,,1067,Contraflujo,Ciudad de México,RENTA,
PLAN AT&T MUNDIAL,AT&T,RENTA,54774,"$4,186",70482,11249,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,AT&T IPHONE 17,,,,1068,Flujo,Ciudad de México,RENTA,
"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1428,"$5,406",1269,11734,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #5,LATAS,,,,1068,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1069,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1069,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1070,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1070,Contraflujo,Ciudad de México,RENTA,
AVON ULTRA REINVENCION,AVON,RENTA,1415,"$2,968",1347,11287,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,AVÓN ,,,,1071,Contraflujo,Ciudad de México,RENTA,
TASTER´S CHOICE,NESCAFE,RENTA,54729,"$4,800",70510,11075,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,TASTER´S CHOICE,,,,1072,Flujo,Ciudad de México,RENTA,
L'ORÉAL - REVITALIF - SKIN LASER,LOREAL,RENTA,54809,"$2,380",70594,11724,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,EMBAJADORA,,,,1072,Contraflujo,Ciudad de México,RENTA,
PANTENE,PANTENE,RENTA,54794,"$3,966",70729,11261,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1073,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1073,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1074,Flujo,Ciudad de México,RENTA,
PATRICK TA,SEPHORA,BONIFICACION,1439,$0,1337,10890,BF-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #5,PATRICK TA,,,,1074,Contraflujo,Ciudad de México,RENTA,
PATRICK TA,SEPHORA,BONIFICACION,1439,$0,1337,10890,BF-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #5,PATRICK TA,,,,1075,Contraflujo,Ciudad de México,RENTA,
LA COSTEÑA MAYONESA,LA COSTEÑA,RENTA,54851,"$4,410",70704,11607,RT-P1-COB-MX,DULCE BALTIERRA,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1076,Flujo,Ciudad de México,RENTA,
CCXP,OCESA,INTERCAMBIO,54835,$0,70678,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,Mas que un comic,,,,1076,Contraflujo,Ciudad de México,RENTA,
CINEPOLIS TEMPORADA DE PREMIOS,CINEPOLIS,RENTA,54760,"$4,300",70737,10427,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #5,TEMPORADA DE PREMIOS CINEPOLIS,,,,1577,Flujo,Ciudad de México,RENTA,
SECRET CAROLINA,SECRET,RENTA,54845,"$3,575",70750,11254,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,SECRET,,,,1577,Contraflujo,Ciudad de México,RENTA,
HOPPERS,DISNEY,RENTA,54780,"$4,171",70706,11785,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,HOPPERS,,,,1079,Flujo,Ciudad de México,RENTA,
CHAYANNE,OCESA,INTERCAMBIO,54834,$0,70689,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,CHAYANNE ¡Últimos boletos!,,,,1079,Contraflujo,Ciudad de México,RENTA,
AVON ULTRA REINVENCION,AVON,RENTA,1415,"$2,968",1347,11287,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,AVÓN ,,,,1080,Flujo,Ciudad de México,RENTA,
CAFE LEGAL,CAFE LEGAL,RENTA,1414,"$3,900",1309,11771,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1080,Contraflujo,Ciudad de México,RENTA,
PANTENE,PANTENE,RENTA,54794,"$3,966",70729,11261,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1081,Flujo,Ciudad de México,RENTA,
VISA BANORTE,VISA,RENTA,54773,"$5,460",70062,2538,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,VISA BONORTE,,,,1081,Contraflujo,Ciudad de México,RENTA,
EL REY LEÓN,OCESA,INTERCAMBIO,54832,$0,70671,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,El rey león un año en México (Mufasa) / El rey león un año en México (fondo negro),,,,1082,Flujo,Ciudad de México,RENTA,
PATRICK TA,SEPHORA,BONIFICACION,1439,$0,1337,10890,BF-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #5,PATRICK TA,,,,1082,Contraflujo,Ciudad de México,RENTA,
NESCAFE CLASICO,NESTLE,RENTA,54725,"$4,800",70453,10686,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,NESCAFE CLASICO ,,,,1083,Flujo,Ciudad de México,RENTA,
VISA BANORTE,VISA,RENTA,54773,"$5,460",70062,2538,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,VISA BONORTE,,,,1083,Contraflujo,Ciudad de México,RENTA,
NESCAFE CLASICO,NESTLE,RENTA,54725,"$4,800",70453,10686,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,NESCAFE CLASICO ,,,,1084,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1084,Contraflujo,Ciudad de México,RENTA,
HOPPERS,DISNEY,RENTA,54780,"$4,171",70706,11785,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,HOPPERS,,,,1085,Flujo,Ciudad de México,RENTA,
GOU PRODUCCIONES MATILDA,GOU PRODUCCIONES,RENTA,54884,"$3,213",70763,11635,RT-P1-COB-MX,DULCE BALTIERRA,,Catorcenas 2026,Catorcena #5,ADULTOS,,,,1085,Contraflujo,Ciudad de México,RENTA,
PATRICK TA,SEPHORA,BONIFICACION,1439,$0,1337,10890,BF-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #5,PATRICK TA,,,,1086,Flujo,Ciudad de México,RENTA,
PATRICK TA,SEPHORA,BONIFICACION,1439,$0,1337,10890,BF-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #5,PATRICK TA,,,,1086,Contraflujo,Ciudad de México,RENTA,
TASTER´S CHOICE,NESCAFE,RENTA,54729,"$4,800",70510,11075,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,TASTER´S CHOICE,,,,1087,Flujo,Ciudad de México,RENTA,
HERBAL,HERBAL ESSENSES,RENTA,54778,"$3,966",70603,11260,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,HERBAL PERFUME CAPILAR,,,,1087,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1088,Contraflujo,Ciudad de México,RENTA,
SECRET CAROLINA,SECRET,RENTA,54845,"$3,575",70750,11254,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,SECRET,,,,1092,Flujo,Ciudad de México,RENTA,
LA COSTEÑA MAYONESA,LA COSTEÑA,RENTA,54851,"$4,410",70704,11607,RT-P1-COB-MX,DULCE BALTIERRA,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1092,Contraflujo,Ciudad de México,RENTA,
HERBAL,HERBAL ESSENSES,RENTA,54778,"$3,966",70603,11260,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,PELO MAS SUAVE,,,,1093,Flujo,Ciudad de México,RENTA,
GOU PRODUCCIONES MATILDA,GOU PRODUCCIONES,RENTA,54884,"$3,213",70763,11635,RT-P1-COB-MX,DULCE BALTIERRA,,Catorcenas 2026,Catorcena #5,EMILIA,,,,1093,Contraflujo,Ciudad de México,RENTA,
PATRICK TA,SEPHORA,BONIFICACION,1439,$0,1337,10890,BF-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #5,PATRICK TA,,,,1094,Contraflujo,Ciudad de México,RENTA,
EL PALACIO IMAGEN,EL PALACIO DE HIERRO,RENTA,54853,"$3,935",70661,9898,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1095,Flujo,Ciudad de México,RENTA,
GOU PRODUCCIONES MATILDA,GOU PRODUCCIONES,RENTA,54884,"$3,213",70763,11635,RT-P1-COB-MX,DULCE BALTIERRA,,Catorcenas 2026,Catorcena #5,LARA,,,,1095,Contraflujo,Ciudad de México,RENTA,
AFORE XXI,CARRERA KARDIAS,RENTA,54836,"$3,100",70721,10475,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #5,AFORE XXI,,,,1098,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1098,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1099,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1099,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1100,Flujo,Ciudad de México,RENTA,
TASTER´S CHOICE,NESCAFE,RENTA,54729,"$4,800",70510,11075,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,TASTER´S CHOICE,,,,1100,Contraflujo,Ciudad de México,RENTA,
EL PALACIO IMAGEN,EL PALACIO DE HIERRO,RENTA,54853,"$3,935",70661,9898,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1101,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1101,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1102,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,1102,Contraflujo,Ciudad de México,RENTA,
