Campaña,Anunciante,Operación,Código de contrato (Opcional),Precio por cara (Opcional),APS Global,CUIC,Articulo,Vendedor,Descripción (Opcional),Inicio o Periodo,Fin o Segmento,Arte,Código de arte (Opcional),Arte Url (Opcional),Origen del arte (Opcional),Unidad,Cara,Ciudad,Tipo de Distribución,Reproducciones
PROJECT HAIL MARY,SONY PICTURES,RENTA,54846,"$3,327",70752,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,FIN DEL MUNDO,,,,34513,Flujo,Ciudad de México,RENTA,
NESTLE LA LECHERA,LA LECHERA,RENTA,54724,"$2,337",70665,11753,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,CARNATION Y LECHERA,,,,34513,Contraflujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,BONIFICACION,1493,$0,1389,9296,BF-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,34514,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34514,Contraflujo,Ciudad de México,RENTA,
SECRET CAROLINA,SECRET,RENTA,54845,"$3,575",70750,11254,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,SECRET,,,,34515,Flujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,BONIFICACION,1493,$0,1389,9296,BF-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,34515,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34016,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34016,Contraflujo,Ciudad de México,RENTA,
SI PREVIENES NO ARRIESGAS,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54911,$0,70771,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,SI PREVIENES NO ARRIESGAS,,,,34017,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34017,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34018,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34018,Contraflujo,Ciudad de México,RENTA,
SANBORNS PRIMAVERA,SANBORNS,INTERCAMBIO,1477,"$3,587",1402,11231,IN-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #5,FAMILIA RESTAURANTE,,,,34019,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34019,Contraflujo,Ciudad de México,RENTA,
VISA BANORTE,VISA,RENTA,54773,"$5,460",70062,2538,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,VISA BONORTE,,,,34020,Flujo,Ciudad de México,RENTA,
DIDI RIDES - Zonas,DIDI,RENTA,54812,"$2,695",70587,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,30% OFF EN MAÑANAS Y TARDES,,,,34020,Contraflujo,Ciudad de México,RENTA,
L'ORÉAL - MAYBELLINE - SUPER STAY FLEX POWDER,LOREAL,RENTA,54928,"$3,400",70777,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34021,Flujo,Ciudad de México,RENTA,
TASTER´S CHOICE,NESCAFE,RENTA,54729,"$4,800",70510,11075,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,TASTER´S CHOICE,,,,34021,Contraflujo,Ciudad de México,RENTA,
L'ORÉAL - REVITALIF - SKIN LASER,LOREAL,RENTA,54809,"$2,380",70594,11724,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,ENVASES,,,,34022,Flujo,Ciudad de México,RENTA,
DIDI RIDES - Zonas,DIDI,RENTA,54812,"$2,695",70587,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,30% OFF EN MAÑANAS Y TARDES,,,,34022,Contraflujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34023,Flujo,Ciudad de México,RENTA,
LOREAL PLANTA FIJA,LOREAL,RENTA,54815,"$6,000",70466,5171,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34023,Contraflujo,Ciudad de México,RENTA,
Weeknd,OCESA,INTERCAMBIO,54897,$0,70769,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,Weeknd,,,,34024,Flujo,Ciudad de México,RENTA,
ALICIA EEPDLM CDMX,LETSGO,RENTA,1430,"$3,700",1355,11549,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #5,ALICIA,,,,34024,Contraflujo,Ciudad de México,RENTA,
SECRET CAROLINA,SECRET,RENTA,54845,"$3,575",70750,11254,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,SECRET,,,,34026,Flujo,Ciudad de México,RENTA,
NIDO,NIDO,RENTA,54888,"$3,339",#N/A,#N/A,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,NIDO,,,,34026,Contraflujo,Ciudad de México,RENTA,
PATRICK TA,SEPHORA,RENTA,1446,"$5,571",1337,10890,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #5,PATRICK TA,,,,34027,Flujo,Ciudad de México,RENTA,
NIDO,NIDO,RENTA,54888,"$3,339",#N/A,#N/A,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,NIDO,,,,34027,Contraflujo,Ciudad de México,RENTA,
SOL MEZCLAS,HEINEKEN,RENTA,54787,"$3,360",70687,10288,RT-P1-COB-MX,LISSET VALDEZ,,Catorcenas 2026,Catorcena #5,CLAMATO,,,,34028,Flujo,Ciudad de México,RENTA,
HERBAL,HERBAL ESSENSES,RENTA,54778,"$3,966",70603,11260,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,PELO MAS SUAVE,,,,34028,Contraflujo,Ciudad de México,RENTA,
SPRING IN FASHION,SEARS,RENTA,1479,"$3,587",1404,11784,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #5,BT ,,,,34029,Flujo,Ciudad de México,RENTA,
SI PREVIENES NO ARRIESGAS,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54911,$0,70771,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,SI PREVIENES NO ARRIESGAS,,,,34029,Contraflujo,Ciudad de México,RENTA,
NIDAL NESTLE,NIDO,RENTA,54745,"$3,360",70725,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,NIDAL,,,,34413,Flujo,Ciudad de México,RENTA,
METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,METROP PARALELO (SIN VISIBILIDAD),,,,34413,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34415,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34415,Contraflujo,Ciudad de México,RENTA,
SI PREVIENES NO ARRIESGAS,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54911,$0,70771,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,SI PREVIENES NO ARRIESGAS,,,,34201,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34201,Contraflujo,Ciudad de México,RENTA,
PROJECT HAIL MARY,SONY PICTURES,RENTA,54846,"$3,327",70752,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,FIN DEL MUNDO,,,,34202,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34202,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34203,Flujo,Ciudad de México,RENTA,
GOOGLE,COPPEL,RENTA,1488,"$3,092",1388,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5, MÀS DE LO QUE ESPERAS POR MENOS - DISEÑO QUE FLUYE CONTIGO,,,,34203,Contraflujo,Ciudad de México,RENTA,
"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1428,"$5,406",1269,11734,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #5,LATAS,,,,34204,Flujo,Ciudad de México,RENTA,
SI PREVIENES NO ARRIESGAS,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54911,$0,70771,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,SI PREVIENES NO ARRIESGAS,,,,34204,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,46413,Flujo,Ciudad de México,RENTA,
METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,METROP PARALELO (SIN VISIBILIDAD),,,,46413,Contraflujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,BONIFICACION,1493,$0,1389,9296,BF-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,46401,Flujo,Ciudad de México,RENTA,
METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,METROP PARALELO (SIN VISIBILIDAD),,,,46401,Contraflujo,Ciudad de México,RENTA,
SI PREVIENES NO ARRIESGAS,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54911,$0,70771,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,SI PREVIENES NO ARRIESGAS,,,,34205,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34205,Contraflujo,Ciudad de México,RENTA,
NESTLE LA LECHERA,LA LECHERA,RENTA,54724,"$2,337",70665,11753,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,CARNATION Y LECHERA,,,,34206,Flujo,Ciudad de México,RENTA,
NIDAL NESTLE,NIDO,RENTA,54745,"$3,360",70725,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,NIDAL,,,,34206,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34207,Flujo,Ciudad de México,RENTA,
AVON ULTRA REINVENCION,AVON,RENTA,1415,"$2,968",1347,11287,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,AVÓN ,,,,34207,Contraflujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,BONIFICACION,1493,$0,1389,9296,BF-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,34208,Flujo,Ciudad de México,RENTA,
SI PREVIENES NO ARRIESGAS,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54911,$0,70771,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,SI PREVIENES NO ARRIESGAS,,,,34208,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34209,Flujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,BONIFICACION,1493,$0,1389,9296,BF-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,34209,Contraflujo,Ciudad de México,RENTA,
HOPPERS,DISNEY,RENTA,54780,"$4,171",70706,11785,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,HOPPERS,,,,34210,Flujo,Ciudad de México,RENTA,
PROJECT HAIL MARY,SONY PICTURES,RENTA,54846,"$3,327",70752,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,FIN DEL MUNDO,,,,34210,Contraflujo,Ciudad de México,RENTA,
NESTLE LA LECHERA,LA LECHERA,RENTA,54724,"$2,337",70665,11753,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,CARNATION Y LECHERA,,,,34211,Flujo,Ciudad de México,RENTA,
JAC / FRISON T5 / EXTENSIÓN 2,JAC,RENTA,1468,"$3,500",1400,11725,RT-P1-COB-MX,ALEJANDRO HERRERA,,Catorcenas 2026,Catorcena #5,1 / Aca Andamos al Tiro / Frison T5,,,,34211,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34213,Flujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,BONIFICACION,1493,$0,1389,9296,BF-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,34213,Contraflujo,Ciudad de México,RENTA,
PATRICK TA,SEPHORA,RENTA,1446,"$5,571",1337,10890,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #5,PATRICK TA,,,,34401,Flujo,Ciudad de México,RENTA,
PREMIOS GANAR - GANAR 2026,PROMOTORA ACCSE,CORTESIA,54740,$0,70568,9443,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,"PREMIOS GANAR, GANAR",,,,34401,Contraflujo,Ciudad de México,RENTA,
HERBAL,HERBAL ESSENSES,RENTA,54778,"$3,966",70603,11260,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,PELO MAS SUAVE,,,,34402,Flujo,Ciudad de México,RENTA,
MOTOROLA,MOTOROLA,RENTA,54864,"$3,831",70645,11210,RT-P1-COB-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #5,MOTOROLA,,,,34402,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34403,Flujo,Ciudad de México,RENTA,
SI PREVIENES NO ARRIESGAS,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54911,$0,70771,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,SI PREVIENES NO ARRIESGAS,,,,34403,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34405,Flujo,Ciudad de México,RENTA,
FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,54876,"$3,605",70508,1559,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,FONDO ROJO,,,,34405,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34406,Flujo,Ciudad de México,RENTA,
SANBORNS PRIMAVERA,SANBORNS,INTERCAMBIO,1477,"$3,587",1402,11231,IN-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #5,NEGOCIOS,,,,34406,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34407,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34407,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34408,Flujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,BONIFICACION,1493,$0,1389,9296,BF-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,34408,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34409,Flujo,Ciudad de México,RENTA,
GOOGLE,COPPEL,RENTA,1488,"$3,092",1388,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5, MÀS DE LO QUE ESPERAS POR MENOS - DISEÑO QUE FLUYE CONTIGO,,,,34409,Contraflujo,Ciudad de México,RENTA,
PROJECT HAIL MARY,SONY PICTURES,RENTA,54846,"$3,327",70752,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,FIN DEL MUNDO,,,,34410,Flujo,Ciudad de México,RENTA,
SECRET CAROLINA,SECRET,RENTA,54845,"$3,575",70750,11254,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,SECRET,,,,34410,Contraflujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,BONIFICACION,1493,$0,1389,9296,BF-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,34414,Flujo,Ciudad de México,RENTA,
CAFE LEGAL,CAFE LEGAL,RENTA,1414,"$3,900",1309,11771,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,34414,Contraflujo,Ciudad de México,RENTA,
SI PREVIENES NO ARRIESGAS,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54911,$0,70771,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,SI PREVIENES NO ARRIESGAS,,,,34901,Flujo,Ciudad de México,RENTA,
DIDI RIDES - Zonas,DIDI,RENTA,54812,"$2,695",70587,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,30% OFF EN MAÑANAS Y TARDES,,,,34901,Contraflujo,Ciudad de México,RENTA,
CAFE LEGAL,CAFE LEGAL,RENTA,1414,"$3,900",1309,11771,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,35001,Flujo,Ciudad de México,RENTA,
MIDE 2026,MIDE,CORTESIA,54742,$0,70690,9561,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,MIDE,,,,35001,Contraflujo,Ciudad de México,RENTA,
SOL MEZCLAS,HEINEKEN,RENTA,54787,"$3,360",70687,10288,RT-P1-COB-MX,LISSET VALDEZ,,Catorcenas 2026,Catorcena #5,LENTICULAR,,,,35002,Flujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,BONIFICACION,1493,$0,1389,9296,BF-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,35002,Contraflujo,Ciudad de México,RENTA,
HOPPERS,DISNEY,RENTA,54780,"$4,171",70706,11785,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,HOPPERS,,,,35003,Flujo,Ciudad de México,RENTA,
ALPURA YOGHURT GRIEGO SABORES 26,ALPURA,RENTA,1459,"$3,930",1397,9916,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #5,NATURAL,,,,35003,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,35004,Flujo,Ciudad de México,RENTA,
PROJECT HAIL MARY,SONY PICTURES,RENTA,54846,"$3,327",70752,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,FIN DEL MUNDO,,,,35004,Contraflujo,Ciudad de México,RENTA,
ALPURA YOGHURT GRIEGO SABORES 26,ALPURA,RENTA,1459,"$3,930",1397,9916,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #5,NATURAL,,,,35005,Flujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,BONIFICACION,1493,$0,1389,9296,BF-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,35005,Contraflujo,Ciudad de México,RENTA,
FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,54876,"$3,605",70508,1559,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,FONDO ROJO,,,,35006,Flujo,Ciudad de México,RENTA,
NIDAL NESTLE,NIDO,RENTA,54745,"$3,360",70725,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,NIDAL,,,,35006,Contraflujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,35007,Flujo,Ciudad de México,RENTA,
GOOGLE,COPPEL,RENTA,1488,"$3,092",1388,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5, MÀS DE LO QUE ESPERAS POR MENOS - DISEÑO QUE FLUYE CONTIGO,,,,35007,Contraflujo,Ciudad de México,RENTA,
PROJECT HAIL MARY,SONY PICTURES,RENTA,54846,"$3,327",70752,11279,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #5,FIN DEL MUNDO,,,,35008,Flujo,Ciudad de México,RENTA,
SI PREVIENES NO ARRIESGAS,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54911,$0,70771,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,SI PREVIENES NO ARRIESGAS,,,,35008,Contraflujo,Ciudad de México,RENTA,
NIDO,NIDO,RENTA,54888,"$3,339",#N/A,#N/A,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,NIDO,,,,35009,Flujo,Ciudad de México,RENTA,
MODA PRIMAVERA,COPPEL,BONIFICACION,1493,$0,1389,9296,BF-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #5,PUMA - STRONA - STRONA PUNTOS - LEVIS,,,,35009,Contraflujo,Ciudad de México,RENTA,
NIDO,NIDO,RENTA,54888,"$3,339",#N/A,#N/A,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,NIDO,,,,35010,Flujo,Ciudad de México,RENTA,
IMU,IMU,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #5,GENERICO,,,,35010,Contraflujo,Ciudad de México,RENTA,
"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1428,"$5,406",1269,11734,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #5,PROMOBOLETOS,,,,35011,Flujo,Ciudad de México,RENTA,
SI PREVIENES NO ARRIESGAS,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54911,$0,70771,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #5,SI PREVIENES NO ARRIESGAS,,,,35011,Contraflujo,Ciudad de México,RENTA,
L'Oréal / NYX,LOREAL PARIS,RENTA,54797,"$3,400",70692,1781,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #5,JELLY DELI,,,,35012,Flujo,Ciudad de México,RENTA,
SOL MEZCLAS,HEINEKEN,RENTA,54787,"$3,360",70687,10288,RT-P1-COB-MX,LISSET VALDEZ,,Catorcenas 2026,Catorcena #5,MANGOYADA ,,,,35012,Contraflujo,Ciudad de México,RENTA,
NIDO,NIDO,RENTA,54888,"$3,339",#N/A,#N/A,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,NIDO,,,,35013,Flujo,Ciudad de México,RENTA,
NIDO,NIDO,RENTA,54888,"$3,339",#N/A,#N/A,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,NIDO,,,,35013,Contraflujo,Ciudad de México,RENTA,
NIDO,NIDO,RENTA,54888,"$3,339",#N/A,#N/A,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,NIDO,,,,35014,Flujo,Ciudad de México,RENTA,
NIDO,NIDO,RENTA,54888,"$3,339",#N/A,#N/A,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #5,NIDO,,,,35014,Contraflujo,Ciudad de México,RENTA,
