Campaña,Anunciante,Operación,Código de contrato (Opcional),Precio por cara (Opcional),APS Global,CUIC,Articulo,Vendedor,Descripción (Opcional),Inicio o Periodo,Fin o Segmento,Arte,Código de arte (Opcional),Arte Url (Opcional),Origen del arte (Opcional),Unidad,Cara,Ciudad,Tipo de Distribución,Reproducciones
PISALAK,AGRIFEN,RENTA,1298,"$3,113",1364,10935,RT-P1-COB-MX,BEGOÑA BEORLEGUI,,Catorcenas 2026,Catorcena #4,AGRIFEN,,,,31163,Flujo,Monterrey,RENTA,
REGIO RUTA,MUNICIPIO DE LA CIUDAD DE MONTERREY,CORTESIA,54613,$0,70699,11630,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,REGIO RUTA,,,,31163,Contraflujo ,Monterrey,RENTA,
REGIO RUTA,MUNICIPIO DE LA CIUDAD DE MONTERREY,CORTESIA,54613,$0,70699,11630,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,REGIO RUTA,,,,31164,Flujo,Monterrey,RENTA,
POST DAY,POST DAY,RENTA,1332,"$3,900",1350,11748,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #4,POST DAY,,,,31164,Contraflujo ,Monterrey,RENTA,
TABCIN,ASPIRINA,RENTA,54524,"$4,500",70560,8730,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,TABCIN NOCHE,,,,31165,Flujo,Monterrey,RENTA,
NIDO,NIDO,RENTA,54517,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,NIDO,,,,31165,Contraflujo ,Monterrey,RENTA,
NIDO,NIDO,RENTA,54517,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,NIDO,,,,31166,Flujo,Monterrey,RENTA,
FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,54581,"$3,500",70508,1559,RT-P1-COB-MY,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,FONDO ROJO,,,,31166,Contraflujo ,Monterrey,RENTA,
POST DAY,POST DAY,RENTA,1332,"$3,900",1350,11748,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #4,POST DAY,,,,31167,Flujo,Monterrey,RENTA,
REGIO RUTA,MUNICIPIO DE LA CIUDAD DE MONTERREY,CORTESIA,54613,$0,70699,11630,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,REGIO RUTA,,,,31167,Contraflujo ,Monterrey,RENTA,
COLECTA ANUAL 2026,SEMINARIO DE MONTERREY,CORTESIA,54488,$0,70475,9458,CT-P1-DIG-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,COLECTA ANUAL 2026,,,,31169,Flujo,Monterrey,RENTA,
NIDO,NIDO,RENTA,54517,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,NIDO,,,,31169,Contraflujo ,Monterrey,RENTA,
VISA BANORTE,VISA,RENTA,54548,"$5,460",70062,2538,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #4,VISA BONORTE,,,,31170,Flujo,Monterrey,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54501,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,HACEMOS VISIBLE TU MARCA,,,,31170,Contraflujo ,Monterrey,RENTA,
REGIO RUTA,MUNICIPIO DE LA CIUDAD DE MONTERREY,CORTESIA,54613,$0,70699,11630,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,REGIO RUTA,,,,31171,Flujo,Monterrey,RENTA,
TENA,TENA,RENTA,1324,"$4,200",1278,11431,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #4,TENA PAQUETE  ,,,,31171,Contraflujo ,Monterrey,RENTA,
NIDO,NIDO,RENTA,54517,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,NIDO,,,,31172,Flujo,Monterrey,RENTA,
REGIO RUTA,MUNICIPIO DE LA CIUDAD DE MONTERREY,CORTESIA,54613,$0,70699,11630,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,REGIO RUTA,,,,31172,Contraflujo ,Monterrey,RENTA,
REGIO RUTA,MUNICIPIO DE LA CIUDAD DE MONTERREY,CORTESIA,54613,$0,70699,11630,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,REGIO RUTA,,,,31173,Flujo,Monterrey,RENTA,
TABCIN,ASPIRINA,RENTA,54524,"$4,500",70560,8730,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,TABCIN DIA,,,,31173,Contraflujo ,Monterrey,RENTA,
REGIO RUTA,MUNICIPIO DE LA CIUDAD DE MONTERREY,CORTESIA,54613,$0,70699,11630,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,REGIO RUTA,,,,31174,Flujo,Monterrey,RENTA,
SEVENLY,SEVEN ELEVEN,RENTA,1295,"$3,145",1316,5367,RT-P1-COB-MY,LISSET VALDEZ,,Catorcenas 2026,Catorcena #4,GASOLINA,,,,31174,Contraflujo ,Monterrey,RENTA,
VISA BANORTE,VISA,RENTA,54548,"$5,460",70062,2538,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #4,VISA BONORTE,,,,31176,Flujo,Monterrey,RENTA,
LOREAL - GARNIER - HAIR FOODIES - Ola 1,LOREAL,RENTA,54603,"$3,400",70578,5174,RT-P1-COB-MY,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,DANNA CON AGUACATE,,,,31176,Contraflujo ,Monterrey,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54501,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,HACEMOS VISIBLE TU MARCA,,,,31177,Flujo,Monterrey,RENTA,
COMODIN MONTERREY,COMODIN MONTERREY,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,CORTESIA,,,,31177,Contraflujo ,Monterrey,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54501,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,HACEMOS VISIBLE TU MARCA,,,,31178,Flujo,Monterrey,RENTA,
VISA BANORTE,VISA,RENTA,54548,"$5,460",70062,2538,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #4,VISA BONORTE,,,,31178,Contraflujo ,Monterrey,RENTA,
SEVENLY,SEVEN ELEVEN,RENTA,1295,"$3,145",1316,5367,RT-P1-COB-MY,LISSET VALDEZ,,Catorcenas 2026,Catorcena #4,GASOLINA,,,,31179,Flujo,Monterrey,RENTA,
REGIO RUTA,MUNICIPIO DE LA CIUDAD DE MONTERREY,CORTESIA,54613,$0,70699,11630,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,REGIO RUTA,,,,31179,Contraflujo ,Monterrey,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54501,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,HACEMOS VISIBLE TU MARCA,,,,31180,Flujo,Monterrey,RENTA,
COMODIN MONTERREY,COMODIN MONTERREY,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,CORTESIA,,,,31180,Contraflujo ,Monterrey,RENTA,
JUGADORES ANONIMOS,JUGADORES ANONIMOS,CORTESIA,54496,$0,70629,10867,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,JUGADORES ANONIMOS,,,,31181,Flujo,Monterrey,RENTA,
NARCOTICOS ANONIMOS,NARCOTICOS ANONIMOS,CORTESIA,54497,$0,70636,10867,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,NARCOTICOS ANONIMOS,,,,31181,Contraflujo ,Monterrey,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54501,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,HACEMOS VISIBLE TU MARCA,,,,31184,Flujo,Monterrey,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54501,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,HACEMOS VISIBLE TU MARCA,,,,31184,Contraflujo ,Monterrey,RENTA,
Warner / THE BRIDE,WARNER PICTURES,RENTA,54649,"$3,355",70707,1934,RT-P1-COB-MY,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,GENERICO,,,,31185,Flujo,Monterrey,RENTA,
NIDO,NIDO,RENTA,54517,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,NIDO,,,,31185,Contraflujo ,Monterrey,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54501,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,HACEMOS VISIBLE TU MARCA,,,,31186,Flujo,Monterrey,RENTA,
COLECTA ANUAL 2026,SEMINARIO DE MONTERREY,CORTESIA,54488,$0,70475,9458,CT-P1-DIG-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,COLECTA ANUAL 2026,,,,31186,Contraflujo ,Monterrey,RENTA,
Warner / THE BRIDE,WARNER PICTURES,RENTA,54649,"$3,355",70707,1934,RT-P1-COB-MY,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,GENERICO,,,,31187,Flujo,Monterrey,RENTA,
VISA BBVA CARRERA DE COMPRAS 3,VISA,RENTA,54561,"$5,788",70659,2538,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #4,VISA BBVA TRIO (GENÉRICO),,,,31187,Contraflujo ,Monterrey,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54501,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,HACEMOS VISIBLE TU MARCA,,,,31188,Flujo,Monterrey,RENTA,
SEVENLY,SEVEN ELEVEN,RENTA,1295,"$3,145",1316,5367,RT-P1-COB-MY,LISSET VALDEZ,,Catorcenas 2026,Catorcena #4,GASOLINA,,,,31188,Contraflujo ,Monterrey,RENTA,
COLECTA ANUAL 2026,SEMINARIO DE MONTERREY,CORTESIA,54488,$0,70475,9458,CT-P1-DIG-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,COLECTA ANUAL 2026,,,,31189,Flujo,Monterrey,RENTA,
LOREAL - GARNIER - HAIR FOODIES - Ola 1,LOREAL,RENTA,54603,"$3,400",70578,5174,RT-P1-COB-MY,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4, DANNA DE ESPALDA,,,,31189,Contraflujo ,Monterrey,RENTA,
Warner / THE BRIDE,WARNER PICTURES,RENTA,54649,"$3,355",70707,1934,RT-P1-COB-MY,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,GENERICO,,,,31190,Flujo,Monterrey,RENTA,
AQUÍ NADIE SE RINDE,FUNDACION AQUI NADIE SE RINDE,CORTESIA,1275,$0,1318,11770,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,AQUÍ NADIE SE RINDE,,,,31190,Contraflujo ,Monterrey,RENTA,
COLECTA ANUAL 2026,SEMINARIO DE MONTERREY,CORTESIA,54488,$0,70475,9458,CT-P1-DIG-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,COLECTA ANUAL 2026,,,,31191,Flujo,Monterrey,RENTA,
REGIO RUTA,MUNICIPIO DE LA CIUDAD DE MONTERREY,CORTESIA,54613,$0,70699,11630,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,REGIO RUTA,,,,31191,Contraflujo ,Monterrey,RENTA,
POST DAY,POST DAY,RENTA,1332,"$3,900",1350,11748,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #4,POST DAY,,,,31192,Flujo,Monterrey,RENTA,
VISA BBVA CARRERA DE COMPRAS 3,VISA,RENTA,54561,"$5,788",70659,2538,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #4,VISA BBVA PAREJA,,,,31192,Contraflujo ,Monterrey,RENTA,
TABCIN,ASPIRINA,RENTA,54524,"$4,500",70560,8730,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,TABCIN DIA,,,,31193,Flujo,Monterrey,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54501,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,HACEMOS VISIBLE TU MARCA,,,,31193,Contraflujo ,Monterrey,RENTA,
NIDO,NIDO,RENTA,54517,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,NIDO,,,,31194,Contraflujo ,Monterrey,RENTA,
AMAZON PF MTY CAT 4,AMAZON,RENTA,1361,"$2,992",1365,11369,RT-P1-COB-MY,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #4,"AHORRA EN GRANDE, SONRÍE EN GRANDE",,,,31194,Flujo,Monterrey,RENTA,
NIDO,NIDO,RENTA,54517,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,NIDO,,,,31195,Contraflujo ,Monterrey,RENTA,
SOL MEZCLAS,HEINEKEN,RENTA,54623,"$2,064",70687,10288,RT-P1-COB-MX,LISSET VALDEZ,,Catorcenas 2026,Catorcena #4,CLAMATO,,,,31195,Flujo,Monterrey,RENTA,
POST DAY,POST DAY,RENTA,1332,"$3,900",1350,11748,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #4,POST DAY,,,,31196,Flujo,Monterrey,RENTA,
SABA,SABA,RENTA,1326,"$3,825",1300,11432,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #4,SABA ULTRAINVISIBLE,,,,31196,Contraflujo ,Monterrey,RENTA,
PISALAK,AGRIFEN,RENTA,1298,"$3,113",1364,10935,RT-P1-COB-MX,BEGOÑA BEORLEGUI,,Catorcenas 2026,Catorcena #4,AGRIFEN NOCHE,,,,31197,Flujo,Monterrey,RENTA,
REGIO RUTA,MUNICIPIO DE LA CIUDAD DE MONTERREY,CORTESIA,54613,$0,70699,11630,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,REGIO RUTA,,,,31197,Contraflujo ,Monterrey,RENTA,
NIDO,NIDO,RENTA,54517,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,NIDO,,,,33005,Flujo,Monterrey,RENTA,
JUGADORES ANONIMOS,JUGADORES ANONIMOS,CORTESIA,54496,$0,70629,10867,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,JUGADORES ANONIMOS,,,,33005,Contraflujo ,Monterrey,RENTA,
VISA BBVA CARRERA DE COMPRAS 3,VISA,RENTA,54561,"$5,788",70659,2538,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #4,VISA BBVA TRIO (GENÉRICO),,,,33006,Flujo,Monterrey,RENTA,
LOREAL - GARNIER - HAIR FOODIES - Ola 1,LOREAL,RENTA,54603,"$3,400",70578,5174,RT-P1-COB-MY,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4, DANNA DE ESPALDA,,,,33006,Contraflujo ,Monterrey,RENTA,
NIDO,NIDO,RENTA,54517,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,NIDO,,,,33008,Flujo,Monterrey,RENTA,
PISALAK,AGRIFEN,RENTA,1298,"$3,113",1364,10935,RT-P1-COB-MX,BEGOÑA BEORLEGUI,,Catorcenas 2026,Catorcena #4,AGRIFEN,,,,33008,Contraflujo ,Monterrey,RENTA,
POST DAY,POST DAY,RENTA,1332,"$3,900",1350,11748,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #4,POST DAY,,,,33009,Flujo,Monterrey,RENTA,
NARCOTICOS ANONIMOS,NARCOTICOS ANONIMOS,CORTESIA,54497,$0,70636,10867,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,NARCOTICOS ANONIMOS,,,,33009,Contraflujo ,Monterrey,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54501,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,HACEMOS VISIBLE TU MARCA,,,,33010,Flujo,Monterrey,RENTA,
NIDO,NIDO,RENTA,54517,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,NIDO,,,,33010,Contraflujo ,Monterrey,RENTA,
COMODIN MONTERREY,COMODIN MONTERREY,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,CORTESIA,,,,33015,Flujo,Monterrey,RENTA,
Warner / THE BRIDE,WARNER PICTURES,RENTA,54649,"$3,355",70707,1934,RT-P1-COB-MY,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,GENERICO,,,,33015,Contraflujo ,Monterrey,RENTA,
REGIO RUTA,MUNICIPIO DE LA CIUDAD DE MONTERREY,CORTESIA,54613,$0,70699,11630,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,REGIO RUTA,,,,33017,Flujo,Monterrey,RENTA,
COMODIN MONTERREY,COMODIN MONTERREY,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,CORTESIA,,,,33017,Contraflujo ,Monterrey,RENTA,
LOREAL - GARNIER - HAIR FOODIES - Ola 1,LOREAL,RENTA,54603,"$3,400",70578,5174,RT-P1-COB-MY,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4, DANNA DE ESPALDA,,,,33018,Flujo,Monterrey,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54501,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,HACEMOS VISIBLE TU MARCA,,,,33018,Contraflujo ,Monterrey,RENTA,
COMODIN MONTERREY,COMODIN MONTERREY,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,CORTESIA,,,,33019,Flujo,Monterrey,RENTA,
NIDO,NIDO,RENTA,54517,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,NIDO,,,,33019,Contraflujo ,Monterrey,RENTA,
NIDO,NIDO,RENTA,54517,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,NIDO,,,,33021,Flujo,Monterrey,RENTA,
PISALAK,AGRIFEN,RENTA,1298,"$3,113",1364,10935,RT-P1-COB-MX,BEGOÑA BEORLEGUI,,Catorcenas 2026,Catorcena #4,AGRIFEN NOCHE,,,,33021,Contraflujo ,Monterrey,RENTA,
COLECTA ANUAL 2026,SEMINARIO DE MONTERREY,CORTESIA,54488,$0,70475,9458,CT-P1-DIG-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,COLECTA ANUAL 2026,,,,33024,Flujo,Monterrey,RENTA,
NIDO,NIDO,RENTA,54517,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,NIDO,,,,33024,Contraflujo ,Monterrey,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54501,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,HACEMOS VISIBLE TU MARCA,,,,33025,Flujo,Monterrey,RENTA,
PISALAK,AGRIFEN,RENTA,1298,"$3,113",1364,10935,RT-P1-COB-MX,BEGOÑA BEORLEGUI,,Catorcenas 2026,Catorcena #4,AGRIFEN,,,,33025,Contraflujo ,Monterrey,RENTA,
COMODIN MONTERREY,COMODIN MONTERREY,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,CORTESIA,,,,33028,Flujo,Monterrey,RENTA,
COMODIN MONTERREY,COMODIN MONTERREY,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,CORTESIA,,,,33028,Contraflujo ,Monterrey,RENTA,
COLECTA ANUAL 2026,SEMINARIO DE MONTERREY,CORTESIA,54488,$0,70475,9458,CT-P1-DIG-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,COLECTA ANUAL 2026,,,,33029,Flujo,Monterrey,RENTA,
NIDO,NIDO,RENTA,54517,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,NIDO,,,,33029,Contraflujo ,Monterrey,RENTA,
REGIO RUTA,MUNICIPIO DE LA CIUDAD DE MONTERREY,CORTESIA,54613,$0,70699,11630,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,REGIO RUTA,,,,33030,Flujo,Monterrey,RENTA,
Warner / THE BRIDE,WARNER PICTURES,RENTA,54649,"$3,355",70707,1934,RT-P1-COB-MY,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,GENERICO,,,,33030,Contraflujo ,Monterrey,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54501,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,HACEMOS VISIBLE TU MARCA,,,,33031,Flujo,Monterrey,RENTA,
COLECTA ANUAL 2026,SEMINARIO DE MONTERREY,CORTESIA,54488,$0,70475,9458,CT-P1-DIG-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,COLECTA ANUAL 2026,,,,33031,Contraflujo ,Monterrey,RENTA,
COMODIN MONTERREY,COMODIN MONTERREY,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,CORTESIA,,,,33032,Flujo,Monterrey,RENTA,
SABA,SABA,RENTA,1326,"$3,825",1300,11432,RT-CL-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #4,SABA INVISIBLE,,,,33032,Contraflujo ,Monterrey,RENTA,
LOREAL - GARNIER - HAIR FOODIES - Ola 1,LOREAL,RENTA,54603,"$3,400",70578,5174,RT-P1-COB-MY,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,DANNA CON AGUACATE,,,,33033,Flujo,Monterrey,RENTA,
SOL MEZCLAS,HEINEKEN,RENTA,54623,"$2,064",70687,10288,RT-P1-COB-MX,LISSET VALDEZ,,Catorcenas 2026,Catorcena #4,CLAMATO,,,,33033,Contraflujo ,Monterrey,RENTA,
NARCOTICOS ANONIMOS,NARCOTICOS ANONIMOS,CORTESIA,54497,$0,70636,10867,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,NARCOTICOS ANONIMOS,,,,33034,Flujo,Monterrey,RENTA,
COMODIN MONTERREY,COMODIN MONTERREY,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,CORTESIA,,,,33034,Contraflujo ,Monterrey,RENTA,
Warner / THE BRIDE,WARNER PICTURES,RENTA,54649,"$3,355",70707,1934,RT-P1-COB-MY,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,GENERICO,,,,33035,Flujo,Monterrey,RENTA,
REGIO RUTA,MUNICIPIO DE LA CIUDAD DE MONTERREY,CORTESIA,54613,$0,70699,11630,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,REGIO RUTA,,,,33035,Contraflujo ,Monterrey,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54501,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,HACEMOS VISIBLE TU MARCA,,,,33036,Flujo,Monterrey,RENTA,
LOREAL - GARNIER - HAIR FOODIES - Ola 1,LOREAL,RENTA,54603,"$3,400",70578,5174,RT-P1-COB-MY,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,DANNA CON AGUACATE,,,,33036,Contraflujo ,Monterrey,RENTA,
REGIO RUTA,MUNICIPIO DE LA CIUDAD DE MONTERREY,CORTESIA,54613,$0,70699,11630,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,REGIO RUTA,,,,33037,Flujo,Monterrey,RENTA,
COMODIN MONTERREY,COMODIN MONTERREY,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,CORTESIA,,,,33037,Contraflujo ,Monterrey,RENTA,
COMODIN MONTERREY,COMODIN MONTERREY,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,CORTESIA,,,,33038,Flujo,Monterrey,RENTA,
COLECTA ANUAL 2026,SEMINARIO DE MONTERREY,CORTESIA,54488,$0,70475,9458,CT-P1-DIG-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,COLECTA ANUAL 2026,,,,33038,Contraflujo ,Monterrey,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54501,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,HACEMOS VISIBLE TU MARCA,,,,33039,Flujo,Monterrey,RENTA,
LOREAL - GARNIER - HAIR FOODIES - Ola 1,LOREAL,RENTA,54603,"$3,400",70578,5174,RT-P1-COB-MY,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4, DANNA DE ESPALDA,,,,33039,Contraflujo ,Monterrey,RENTA,
NIDO,NIDO,RENTA,54517,"$3,339",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,NIDO,,,,33043,Flujo,Monterrey,RENTA,
REGIO RUTA,MUNICIPIO DE LA CIUDAD DE MONTERREY,CORTESIA,54613,$0,70699,11630,CT-P1-COB-MY,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,REGIO RUTA,,,,33043,Contraflujo ,Monterrey,RENTA,
