Campaña,Anunciante,Operación,Código de contrato (Opcional),Precio por cara (Opcional),APS Global,CUIC,Articulo,Vendedor,Descripción (Opcional),Inicio o Periodo,Fin o Segmento,Arte,Código de arte (Opcional),Arte Url (Opcional),Origen del arte (Opcional),Unidad,Cara,Ciudad,Tipo de Distribución,Reproducciones
EL PALACIO IMAGEN,EL PALACIO DE HIERRO,RENTA,54639,"$3,935",70661,9898,RT-P2-COB-BR,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #4,ACOXPA,,,,4428,Contraflujo,Ciudad de México,RENTA,
"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1306,"$5,406",1269,11734,RT-P2-COB-AC,ALDO TAVERA,,Catorcenas 2026,Catorcena #4,PINES,,,,4429,Flujo,Ciudad de México,RENTA,
NEEDED 2026,NEEDED EDUCATION,CORTESIA,1278,$0,1320,11397,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,NEVER ENDING EVOLUTION AI 2026.,,,,4429,Contraflujo,Ciudad de México,RENTA,
CONTRA LA EXTORSION,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54683,$0,70712,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,CONTRA LA EXTORSION,,,,4430,Contraflujo,Ciudad de México,RENTA,
LA LECHERA,NESTLE,RENTA,54514,"$2,337",70665,11753,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,CARNATION Y LECHERA,,,,4431,Flujo,Ciudad de México,RENTA,
"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1306,"$5,406",1269,11734,RT-P2-COB-AC,ALDO TAVERA,,Catorcenas 2026,Catorcena #4,PINES,,,,4431,Contraflujo,Ciudad de México,RENTA,
PREDIAL,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54686,$0,70719,10257,CT-DIG-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,PREDIAL,,,,4432,Flujo,Ciudad de México,RENTA,
MIDE 2026,MIDE,CORTESIA,54539,$0,70690,9561,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,MIDE,,,,4432,Contraflujo,Ciudad de México,RENTA,
UBER PRICE LOCK,UBER CORE,RENTA,54567,"$4,400",70547,11585,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #4,GENERICO,,,,4433,Flujo,Ciudad de México,RENTA,
"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1306,"$5,406",1269,11734,RT-P2-COB-AC,ALDO TAVERA,,Catorcenas 2026,Catorcena #4,PINES,,,,4433,Contraflujo,Ciudad de México,RENTA,
AQUÍ NADIE SE RINDE,FUNDACION AQUI NADIE SE RINDE,CORTESIA,1275,$0,1318,11770,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,AQUÍ NADIE SE RINDE,,,,4434,Flujo,Ciudad de México,RENTA,
CAFE LEGAL,CAFE LEGAL,RENTA,1305,"$3,900",1309,11771,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #4,GENERICO,,,,4434,Contraflujo,Ciudad de México,RENTA,
"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1306,"$5,406",1269,11734,RT-P2-COB-AC,ALDO TAVERA,,Catorcenas 2026,Catorcena #4,PINES,,,,4435,Flujo,Ciudad de México,RENTA,
TENENCIA,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54685,$0,70718,10257,CT-DIG-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,TENENCIA,,,,4435,Contraflujo,Ciudad de México,RENTA,
"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1306,"$5,406",1269,11734,RT-P2-COB-AC,ALDO TAVERA,,Catorcenas 2026,Catorcena #4,PINES,,,,4436,Flujo,Ciudad de México,RENTA,
NRM - EL ULTIMO MAESTRO,NRM COMUNICACIONES,CORTESIA,1279,$0,1343,11563,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,EL ÚLTIMO MAESTRO,,,,4436,Contraflujo,Ciudad de México,RENTA,
"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1306,"$5,406",1269,11734,RT-P2-COB-AC,ALDO TAVERA,,Catorcenas 2026,Catorcena #4,PINES,,,,4437,Contraflujo,Ciudad de México,RENTA,
AQUÍ NADIE SE RINDE,FUNDACION AQUI NADIE SE RINDE,CORTESIA,1275,$0,1318,11770,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,AQUÍ NADIE SE RINDE,,,,4438,Contraflujo,Ciudad de México,RENTA,
"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1306,"$5,406",1269,11734,RT-P2-COB-AC,ALDO TAVERA,,Catorcenas 2026,Catorcena #4,PINES,,,,4439,Contraflujo,Ciudad de México,RENTA,
SABRITAS MUNDIAL,SABRITAS,RENTA,54556,"$3,950",#N/A,#N/A,#N/A,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #4,SABRITAL SAL /  ADOBADAS,,,,4440,Contraflujo,Ciudad de México,RENTA,
DiDi / CARD,DIDI,RENTA,54609,"$3,965",70695,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,GENERICO,,,,4901,Flujo,Ciudad de México,RENTA,
"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1306,"$5,406",1269,11734,RT-P2-COB-AC,ALDO TAVERA,,Catorcenas 2026,Catorcena #4,PINES,,,,4901,Contraflujo,Ciudad de México,RENTA,
Warner / THE BRIDE,WARNER PICTURES,RENTA,54644,"$3,450",70707,1934,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,GENERICO,,,,4902,Flujo,Ciudad de México,RENTA,
CONTRA LA EXTORSION,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54683,$0,70712,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,CONTRA LA EXTORSION,,,,4902,Contraflujo,Ciudad de México,RENTA,
CAFE LEGAL,CAFE LEGAL,RENTA,1305,"$3,900",1309,11771,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #4,GENERICO,,,,5001,Flujo,Ciudad de México,RENTA,
LA COSTEÑA VERDURAS,LA COSTEÑA,RENTA,54632,"$4,410",70704,11607,RT-P1-COB-MX,DULCE BALTIERRA,,Catorcenas 2026,Catorcena #4,GENERICO,,,,5001,Contraflujo,Ciudad de México,RENTA,
MIDE 2026,MIDE,CORTESIA,54539,$0,70690,9561,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,MIDE,,,,5002,Flujo,Ciudad de México,RENTA,
UBER PRICE LOCK,UBER CORE,RENTA,54567,"$4,400",70547,11585,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #4,GENERICO,,,,5002,Contraflujo,Ciudad de México,RENTA,
LOREAL - GARNIER - HAIR FOODIES - Ola 1,LOREAL,RENTA,54592,"$3,400",70578,5174,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,DANNA DE ESPALDA,,,,5003,Flujo,Ciudad de México,RENTA,
LOREAL / NYX,LOREAL,RENTA,54586,"$3,400",70692,1781,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,BRILLO 4K,,,,5003,Contraflujo,Ciudad de México,RENTA,
FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,54579,"$3,500",70508,1559,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,FONDO ROJO,,,,5004,Flujo,Ciudad de México,RENTA,
PREDIAL,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54686,$0,70719,10257,CT-DIG-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,PREDIAL,,,,5004,Contraflujo,Ciudad de México,RENTA,
SPRING IN FASHION,SEARS,RENTA,1349,"$3,587",1369,11778,RT-P2-COB-BR,ALDO TAVERA,,Catorcenas 2026,Catorcena #4,BT SPRING IN FASHION HOME EDITION,,,,5005,Flujo,Ciudad de México,RENTA,
LA LECHERA,NESTLE,RENTA,54514,"$2,337",70665,11753,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,CARNATION Y LECHERA,,,,5005,Contraflujo,Ciudad de México,RENTA,
Shakira,OCESA,INTERCAMBIO,54520,$0,70673,10198,IN-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,SHAKIRA,,,,5008,Flujo,Ciudad de México,RENTA,
METROP PARALELO (SIN VISIBILIDAD),OBSTRUIDOS,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,METROP PARALELO (SIN VISIBILIDAD),,,,5008,Contraflujo,Ciudad de México,RENTA,
CAFE LEGAL,CAFE LEGAL,RENTA,1305,"$3,900",1309,11771,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #4,GENERICO,,,,5011,Flujo,Ciudad de México,RENTA,
CONTRA LA EXTORSION,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54683,$0,70712,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,CONTRA LA EXTORSION,,,,5011,Contraflujo,Ciudad de México,RENTA,
NRM - EL ULTIMO MAESTRO,NRM COMUNICACIONES,CORTESIA,1279,$0,1343,11563,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,EL ÚLTIMO MAESTRO,,,,5012,Flujo,Ciudad de México,RENTA,
ALPURA YOGHURT GRIEGO,ALPURA,RENTA,54537,"$3,930",70443,9916,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #4,ENDULZADO,,,,5012,Contraflujo,Ciudad de México,RENTA,
CLARO VIDEO CON UNIVERSAL +,CLARO VIDEO,RENTA,1314,"$3,300",1354,11227,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #4,CLARO VIDEO CON UNIVERSAL +,,,,5014,Flujo,Ciudad de México,RENTA,
PREMIOS GANAR - GANAR 2026,PROMOTORA ACCSE,CORTESIA,54480,$0,70568,9443,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,"PREMIOS GANAR, GANAR",,,,5014,Contraflujo,Ciudad de México,RENTA,
CONTRA LA EXTORSION,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54683,$0,70712,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,CONTRA LA EXTORSION,,,,5015,Flujo,Ciudad de México,RENTA,
PREDIAL,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54686,$0,70719,10257,CT-DIG-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,PREDIAL,,,,5015,Contraflujo,Ciudad de México,RENTA,
CONTRA LA EXTORSION,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54683,$0,70712,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,CONTRA LA EXTORSION,,,,5016,Flujo,Ciudad de México,RENTA,
MOMENTOS SAN VALENTIN,SANBORNS,RENTA,1308,"$3,587",1326,11231,RT-P2-COB-AC,ALDO TAVERA,,Catorcenas 2026,Catorcena #4,MOMENTOS SAN VALENTIN,,,,5016,Contraflujo,Ciudad de México,RENTA,
DIDI RIDES - Zonas,DIDI,RENTA,54607,"$2,695",70587,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,30% OFF EN MAÑANAS Y TARDES,,,,5018,Flujo,Ciudad de México,RENTA,
SIX FLAGS,SIX FLAGS,RENTA,54532,"$3,273",70683,9506,RT-CL-PRA-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #4,SIX FLAGS SPEEDWAY,,,,5018,Contraflujo,Ciudad de México,RENTA,
LOREAL - GARNIER - HAIR FOODIES - Ola 1,LOREAL,RENTA,54592,"$3,400",70578,5174,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,DANNA CON AGUACATE,,,,5019,Flujo,Ciudad de México,RENTA,
COMODIN CDMX,COMODIN CDMX,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,GENERICO,,,,5019,Contraflujo,Ciudad de México,RENTA,
COMODIN CDMX,COMODIN CDMX,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,GENERICO,,,,5020,Flujo,Ciudad de México,RENTA,
SPRING IN FASHION,SEARS,RENTA,1349,"$3,587",1369,11778,RT-P2-COB-BR,ALDO TAVERA,,Catorcenas 2026,Catorcena #4,MODA SPRIG IN FASHION VESTIDO AZUL,,,,5020,Contraflujo,Ciudad de México,RENTA,
BANKAOOL,BANCO BANKAOOL,RENTA,1341,"$4,000",1317,11472,RT-CL-COB-MX,DULCE BALTIERRA,,Catorcenas 2026,Catorcena #4,VERDE,,,,5022,Flujo,Ciudad de México,RENTA,
DIDI RIDES - Zonas,DIDI,RENTA,54607,"$2,695",70587,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,30% OFF EN MAÑANAS Y TARDES,,,,5022,Contraflujo,Ciudad de México,RENTA,
BANKAOOL,BANCO BANKAOOL,RENTA,1341,"$4,000",1317,11472,RT-CL-COB-MX,DULCE BALTIERRA,,Catorcenas 2026,Catorcena #4,FIDEICOMISO,,,,5023,Flujo,Ciudad de México,RENTA,
BANKAOOL,BANCO BANKAOOL,RENTA,1341,"$4,000",1317,11472,RT-CL-COB-MX,DULCE BALTIERRA,,Catorcenas 2026,Catorcena #4,AZUL,,,,5023,Contraflujo,Ciudad de México,RENTA,
METROP PARALELO (SIN VISIBILIDAD),OBSTRUIDOS,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,METROP PARALELO (SIN VISIBILIDAD),,,,5025,Flujo,Ciudad de México,RENTA,
METROP PARALELO (SIN VISIBILIDAD),OBSTRUIDOS,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,METROP PARALELO (SIN VISIBILIDAD),,,,5025,Contraflujo,Ciudad de México,RENTA,
COMODIN CDMX,COMODIN CDMX,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,GENERICO,,,,5026,Flujo,Ciudad de México,RENTA,
BANKAOOL,BANCO BANKAOOL,RENTA,1341,"$4,000",1317,11472,RT-CL-COB-MX,DULCE BALTIERRA,,Catorcenas 2026,Catorcena #4,VERDE,,,,5026,Contraflujo,Ciudad de México,RENTA,
LOREAL / NYX,LOREAL,RENTA,54586,"$3,400",70692,1781,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,JELLY DELI,,,,5028,Flujo,Ciudad de México,RENTA,
MOMENTOS SAN VALENTIN,SANBORNS,RENTA,1308,"$3,587",1326,11231,RT-P2-COB-AC,ALDO TAVERA,,Catorcenas 2026,Catorcena #4,MOMENTOS SAN VALENTIN,,,,5028,Contraflujo,Ciudad de México,RENTA,
LA LECHERA,NESTLE,RENTA,54514,"$2,337",70665,11753,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #4,CARNATION Y LECHERA,,,,5029,Flujo,Ciudad de México,RENTA,
CONTRA LA EXTORSION,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54683,$0,70712,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,CONTRA LA EXTORSION,,,,5029,Contraflujo,Ciudad de México,RENTA,
MES DEL BEBE,COPPEL,RENTA,1299,"$3,092",1321,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #4,TODO PARA MI BEBE,,,,5031,Flujo,Ciudad de México,RENTA,
NRM - EL ULTIMO MAESTRO,NRM COMUNICACIONES,CORTESIA,1279,$0,1343,11563,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,EL ÚLTIMO MAESTRO,,,,5031,Contraflujo,Ciudad de México,RENTA,
Shakira,OCESA,INTERCAMBIO,54520,$0,70673,10198,IN-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,SHAKIRA,,,,5032,Flujo,Ciudad de México,RENTA,
COMODIN CDMX,COMODIN CDMX,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,GENERICO,,,,5032,Contraflujo,Ciudad de México,RENTA,
MULTIMARCAS SIEMPRE EN JEANS,COPPEL,RENTA,1300,"$3,092",1329,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #4,GENERICO,,,,5035,Flujo,Ciudad de México,RENTA,
TENENCIA,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54685,$0,70718,10257,CT-DIG-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,TENENCIA,,,,5035,Contraflujo,Ciudad de México,RENTA,
DiDi / CARD,DIDI,RENTA,54609,"$3,965",70695,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,GENERICO,,,,5037,Flujo,Ciudad de México,RENTA,
MIDE 2026,MIDE,CORTESIA,54539,$0,70690,9561,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,MIDE,,,,5037,Contraflujo,Ciudad de México,RENTA,
FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,54579,"$3,500",70508,1559,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,FONDO ROJO,,,,5039,Flujo,Ciudad de México,RENTA,
METROP PARALELO (SIN VISIBILIDAD),OBSTRUIDOS,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,METROP PARALELO (SIN VISIBILIDAD),,,,5039,Contraflujo,Ciudad de México,RENTA,
DIDI RIDES - Zonas,DIDI,RENTA,54607,"$2,695",70587,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,30% OFF EN MAÑANAS Y TARDES,,,,5041,Flujo,Ciudad de México,RENTA,
CONTRA LA EXTORSION,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54683,$0,70712,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,CONTRA LA EXTORSION,,,,5041,Contraflujo,Ciudad de México,RENTA,
COMODIN CDMX,COMODIN CDMX,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,GENERICO,,,,5042,Flujo,Ciudad de México,RENTA,
PREDIAL,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54686,$0,70719,10257,CT-DIG-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,PREDIAL,,,,5042,Contraflujo,Ciudad de México,RENTA,
CONTRA LA EXTORSION,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54683,$0,70712,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,CONTRA LA EXTORSION,,,,5043,Flujo,Ciudad de México,RENTA,
LOREAL - REVITALIF - SKIN LASER,LOREAL,RENTA,54590,"$2,380",70594,11724,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,ENVASES,,,,5043,Contraflujo,Ciudad de México,RENTA,
VIVE LATINO,OCESA,INTERCAMBIO,54522,$0,70679,10198,IN-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,VIVE LATINO 2026,,,,5044,Flujo,Ciudad de México,RENTA,
SI PREVIENES NO ARRIESGAS,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54681,$0,70713,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,SI PREVIENES NO ARRIESGAS,,,,5044,Contraflujo,Ciudad de México,RENTA,
LOREAL - REVITALIF - SKIN LASER,LOREAL,RENTA,54590,"$2,380",70594,11724,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,EMBAJADORA,,,,5045,Flujo,Ciudad de México,RENTA,
CLARO VIDEO CON UNIVERSAL +,CLARO VIDEO,RENTA,1314,"$3,300",1354,11227,RT-CL-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #4,CLARO VIDEO CON UNIVERSAL +,,,,5045,Contraflujo,Ciudad de México,RENTA,
COMODIN CDMX,COMODIN CDMX,CORTESIA,0,$0,#N/A,#N/A,#N/A,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,GENERICO,,,,5216,Flujo,Ciudad de México,RENTA,
INDRIVER 2026,INDRIVER,RENTA,54553,"$3,469",70534,10523,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #4,INDRIVE,,,,5216,Contraflujo,Ciudad de México,RENTA,
LOREAL - GARNIER - HAIR FOODIES - Ola 1,LOREAL,RENTA,54592,"$3,400",70578,5174,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,DANNA DE ESPALDA,,,,5047,Flujo,Ciudad de México,RENTA,
LOREAL - REVITALIF - SKIN LASER,LOREAL,RENTA,54590,"$2,380",70594,11724,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,ENVASES,,,,5047,Contraflujo,Ciudad de México,RENTA,
LOREAL - REVITALIF - SKIN LASER,LOREAL,RENTA,54590,"$2,380",70594,11724,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,EMBAJADORA,,,,5048,Flujo,Ciudad de México,RENTA,
SIX FLAGS,SIX FLAGS,RENTA,54532,"$3,273",70683,9506,RT-CL-PRA-MX,LEONOR BARRANON,,Catorcenas 2026,Catorcena #4,SIX FLAGS SPEEDWAY,,,,5048,Contraflujo,Ciudad de México,RENTA,
LOREAL - REVITALIF - SKIN LASER,LOREAL,RENTA,54590,"$2,380",70594,11724,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,ENVASES,,,,5049,Flujo,Ciudad de México,RENTA,
PREDIAL,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54686,$0,70719,10257,CT-DIG-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,PREDIAL,,,,5049,Contraflujo,Ciudad de México,RENTA,
LOREAL - REVITALIF - SKIN LASER,LOREAL,RENTA,54590,"$2,380",70594,11724,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,EMBAJADORA,,,,5211,Flujo,Ciudad de México,RENTA,
AQUÍ NADIE SE RINDE,FUNDACION AQUI NADIE SE RINDE,CORTESIA,1275,$0,1318,11770,CT-P1-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,AQUÍ NADIE SE RINDE,,,,5211,Contraflujo,Ciudad de México,RENTA,
Shakira,OCESA,INTERCAMBIO,54520,$0,70673,10198,IN-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,SHAKIRA,,,,5212,Flujo,Ciudad de México,RENTA,
UBER PRICE LOCK,UBER CORE,RENTA,54567,"$4,400",70547,11585,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #4,GENERICO,,,,5212,Contraflujo,Ciudad de México,RENTA,
DIDI RIDES - Zonas,DIDI,RENTA,54607,"$2,695",70587,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,30% OFF EN MAÑANAS Y TARDES,,,,5213,Flujo,Ciudad de México,RENTA,
AMAZON PF CAT 4 2026,AMAZON,RENTA,1337,"$2,856",1366,11369,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #4,"AHORRA EN GRANDE, SONRÍE EN GRANDE",,,,5213,Contraflujo,Ciudad de México,RENTA,
MUAC 2026,MUSEO DE ARTE CONTEMPORANEO,CORTESIA,54478,$0,70672,10456,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,MUAC,,,,5055,Flujo,Ciudad de México,RENTA,
TENENCIA,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54685,$0,70718,10257,CT-DIG-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,TENENCIA,,,,5055,Contraflujo,Ciudad de México,RENTA,
NRM - EL ULTIMO MAESTRO,NRM COMUNICACIONES,CORTESIA,1279,$0,1343,11563,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,EL ÚLTIMO MAESTRO,,,,5057,Flujo,Ciudad de México,RENTA,
NEEDED 2026,NEEDED EDUCATION,CORTESIA,1278,$0,1320,11397,CT-CL-COB-MX,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #4,NEVER ENDING EVOLUTION AI 2026.,,,,5057,Contraflujo,Ciudad de México,RENTA,
ALPURA YOGHURT GRIEGO,ALPURA,RENTA,54537,"$3,930",70443,9916,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #4,NATURAL,,,,5058,Contraflujo,Ciudad de México,RENTA,
CONTRA LA EXTORSION,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54683,$0,70712,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,CONTRA LA EXTORSION,,,,5059,Flujo,Ciudad de México,RENTA,
LOREAL - REVITALIF - SKIN LASER,LOREAL,RENTA,54590,"$2,380",70594,11724,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #4,ENVASES,,,,5059,Contraflujo,Ciudad de México,RENTA,
MOMENTOS SAN VALENTIN,SANBORNS,RENTA,1308,"$3,587",1326,11231,RT-P2-COB-AC,ALDO TAVERA,,Catorcenas 2026,Catorcena #4,MOMENTOS SAN VALENTIN,,,,5060,Flujo,Ciudad de México,RENTA,
AMAZON PF CAT 4 2026,AMAZON,RENTA,1337,"$2,856",1366,11369,RT-CL-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #4,"AHORRA EN GRANDE, SONRÍE EN GRANDE",,,,5060,Contraflujo,Ciudad de México,RENTA,
MES DEL BEBE,COPPEL,RENTA,1299,"$3,092",1321,9296,RT-P1-COB-MX,JOAQUIN CALDERON,,Catorcenas 2026,Catorcena #4,TODO PARA MI BEBE,,,,5061,Flujo,Ciudad de México,RENTA,
SI PREVIENES NO ARRIESGAS,GOBIERNO DE LA CIUDAD DE MEXICO,CORTESIA,54681,$0,70713,10257,CT-CL-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #4,SI PREVIENES NO ARRIESGAS,,,,5061,Contraflujo,Ciudad de México,RENTA,
