Campaña,Anunciante,Operación,Código de contrato (Opcional),Precio por cara (Opcional),APS Global,CUIC,Articulo,Vendedor,Descripción (Opcional),Inicio o Periodo,Fin o Segmento,Arte,Código de arte (Opcional),Arte Url (Opcional),Origen del arte (Opcional),Unidad,Cara,Ciudad,Tipo de Distribución,Reproducciones
FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,54328,"$2,500",70508,1559,RT-P2-COB-AC,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,FONDO DE COLORES,,,,MD1233,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1233,Contraflujo,Mérida,RENTA,
PREDIAL,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54373,$0,70632,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,PREDIAL,,,,MD1238,Contraflujo,Mérida,RENTA,
TORNEO DE TENIS,TORNEO DE TENIS,CORTESIA,54277,$0,70611,10867,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,TORNEO DE TENIS,,,,MD1239,Flujo,Mérida,RENTA,
DISEÑO TU CIUDAD,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54376,$0,70634,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,DISEÑA TU CIUDAD,,,,MD1239,Contraflujo,Mérida,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54318,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,HACEMOS VISIBLE TU MARCA,,,,MD1243,Contraflujo,Mérida,RENTA,
PREDIAL,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54373,$0,70632,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,PREDIAL,,,,MD1244,Flujo,Mérida,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54318,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,HACEMOS VISIBLE TU MARCA,,,,MD1244,Contraflujo,Mérida,RENTA,
DISEÑO TU CIUDAD,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54376,$0,70634,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,DISEÑA TU CIUDAD,,,,MD1245,Flujo,Mérida,RENTA,
CARNAVAL MERIDA,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54375,$0,70633,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,CARNAVAL  MERIDA,,,,MD1245,Contraflujo,Mérida,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54318,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,HACEMOS VISIBLE TU MARCA,,,,MD1247,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1247,Contraflujo,Mérida,RENTA,
DIDI / FOOD - INDIGO,DIDI,RENTA,54311,"$1,960",70539,11131,RT-P1-COB-MR,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,GENERICO,,,,MD1249,Flujo,Mérida,RENTA,
DIDI / FOOD - INDIGO,DIDI,RENTA,54311,"$1,960",70539,11131,RT-P1-COB-MR,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,GENERICO,,,,MD1249,Contraflujo,Mérida,RENTA,
CHEDRAUI,CHEDRAUI,RENTA,1190,"$2,500",1259,11707,RT-P1-COB-MR,EDNA GONZALEZ LABASTIDA,,Catorcenas 2026,Catorcena #3,GENERICO,,,,MD1251,Flujo,Mérida,RENTA,
CARNAVAL DE VERACRUZ,MUNICIPIO DE VERACRUZ,CORTESIA,54219,$0,70555,9476,CT-P2-COB-BR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,CARNAVAL DE VERACRUZ,,,,MD1251,Contraflujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1253,Contraflujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1254,Flujo,Mérida,RENTA,
CARNAVAL MERIDA,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54375,$0,70633,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,CARNAVAL  MERIDA,,,,MD1254,Contraflujo,Mérida,RENTA,
FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,54328,"$2,500",70508,1559,RT-P2-COB-AC,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,FONDO ROJO,,,,MD1255,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1255,Contraflujo,Mérida,RENTA,
TORNEO DE TENIS,TORNEO DE TENIS,CORTESIA,54277,$0,70611,10867,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,TORNEO DE TENIS,,,,MD1257,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1260,Flujo,Mérida,RENTA,
FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,54328,"$2,500",70508,1559,RT-P2-COB-AC,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,FONDO ROJO,,,,MD1260,Contraflujo,Mérida,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54318,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,HACEMOS VISIBLE TU MARCA,,,,MD1261,Contraflujo,Mérida,RENTA,
TORNEO DE TENIS,TORNEO DE TENIS,CORTESIA,54277,$0,70611,10867,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,TORNEO DE TENIS,,,,MD1262,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1262,Contraflujo,Mérida,RENTA,
NIDO,NIDO,RENTA,54297,"$2,500",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,MD1266,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1266,Contraflujo,Mérida,RENTA,
CARNAVAL MERIDA,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54375,$0,70633,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,CARNAVAL  MERIDA,,,,MD1267,Flujo,Mérida,RENTA,
NIDO,NIDO,RENTA,54297,"$2,500",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,MD1267,Contraflujo,Mérida,RENTA,
DIDI / FOOD - INDIGO,DIDI,RENTA,54311,"$1,960",70539,11131,RT-P1-COB-MR,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,GENERICO,,,,MD1268,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1268,Contraflujo,Mérida,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54318,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,HACEMOS VISIBLE TU MARCA,,,,MD1270,Flujo,Mérida,RENTA,
PREDIAL,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54373,$0,70632,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,PREDIAL,,,,MD1270,Contraflujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1271,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1271,Contraflujo,Mérida,RENTA,
DIDI / FOOD - INDIGO,DIDI,RENTA,54311,"$1,960",70539,11131,RT-P1-COB-MR,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,GENERICO,,,,MD1272,Flujo,Mérida,RENTA,
FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,54328,"$2,500",70508,1559,RT-P2-COB-AC,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,FONDO ROJO,,,,MD1272,Contraflujo,Mérida,RENTA,
NIDO,NIDO,RENTA,54297,"$2,500",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,MD1273,Contraflujo,Mérida,RENTA,
TAPIPESOS,COCA COLA,RENTA,54266,"$2,450",70576,9858,RT-P1-COB-MR,NOEMI MUÑOZ,,Catorcenas 2026,Catorcena #3,TAPIPESOS,,,,MD1274,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1274,Contraflujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1275,Contraflujo,Mérida,RENTA,
CARNAVAL DE VERACRUZ,MUNICIPIO DE VERACRUZ,CORTESIA,54219,$0,70555,9476,CT-P2-COB-BR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,CARNAVAL DE VERACRUZ,,,,MD1276,Contraflujo,Mérida,RENTA,
TORNEO DE TENIS,TORNEO DE TENIS,CORTESIA,54277,$0,70611,10867,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,TORNEO DE TENIS,,,,MD1277,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1277,Contraflujo,Mérida,RENTA,
DIDI / FOOD - INDIGO,DIDI,RENTA,54311,"$1,960",70539,11131,RT-P1-COB-MR,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,GENERICO,,,,MD1278,Flujo,Mérida,RENTA,
DIDI / FOOD - INDIGO,DIDI,RENTA,54311,"$1,960",70539,11131,RT-P1-COB-MR,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,GENERICO,,,,MD1278,Contraflujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1279,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1279,Contraflujo,Mérida,RENTA,
FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,54328,"$2,500",70508,1559,RT-P2-COB-AC,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,FONDO DE COLORES,,,,MD1280,Flujo,Mérida,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54318,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,HACEMOS VISIBLE TU MARCA,,,,MD1280,Contraflujo,Mérida,RENTA,
PREDIAL,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54373,$0,70632,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,PREDIAL,,,,MD1281,Flujo,Mérida,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54318,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,HACEMOS VISIBLE TU MARCA,,,,MD1281,Contraflujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1282,Flujo,Mérida,RENTA,
CARNAVAL MERIDA,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54375,$0,70633,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,CARNAVAL  MERIDA,,,,MD1282,Contraflujo,Mérida,RENTA,
TORNEO DE TENIS,TORNEO DE TENIS,CORTESIA,54277,$0,70611,10867,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,TORNEO DE TENIS,,,,MD1283,Flujo,Mérida,RENTA,
FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,54328,"$2,500",70508,1559,RT-P2-COB-AC,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,FONDO ROJO,,,,MD1283,Contraflujo,Mérida,RENTA,
HACEMOS VISIBLE TU MARCA,GRUPO IMU,CORTESIA,54318,$0,70608,10445,CT-P2-COB-AC,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,HACEMOS VISIBLE TU MARCA,,,,MD1284,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1284,Contraflujo,Mérida,RENTA,
CARNAVAL MERIDA,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54375,$0,70633,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,CARNAVAL  MERIDA,,,,MD1285,Flujo,Mérida,RENTA,
PREDIAL,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54373,$0,70632,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,PREDIAL,,,,MD1285,Contraflujo,Mérida,RENTA,
CARNAVAL DE VERACRUZ,MUNICIPIO DE VERACRUZ,CORTESIA,54219,$0,70555,9476,CT-P2-COB-BR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,CARNAVAL DE VERACRUZ,,,,MD1286,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1286,Contraflujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1287,Flujo,Mérida,RENTA,
DISEÑO TU CIUDAD,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54376,$0,70634,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,DISEÑA TU CIUDAD,,,,MD1287,Contraflujo,Mérida,RENTA,
TORNEO DE TENIS,TORNEO DE TENIS,CORTESIA,54277,$0,70611,10867,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,TORNEO DE TENIS,,,,MD1288,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1288,Contraflujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1289,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1289,Contraflujo,Mérida,RENTA,
PREDIAL,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54373,$0,70632,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,PREDIAL,,,,MD1290,Flujo,Mérida,RENTA,
CARNAVAL DE VERACRUZ,MUNICIPIO DE VERACRUZ,CORTESIA,54219,$0,70555,9476,CT-P2-COB-BR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,CARNAVAL DE VERACRUZ,,,,MD1290,Contraflujo,Mérida,RENTA,
DISEÑO TU CIUDAD,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54376,$0,70634,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,DISEÑA TU CIUDAD,,,,MD1291,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1291,Contraflujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1292,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1292,Contraflujo,Mérida,RENTA,
CARNAVAL MERIDA,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54375,$0,70633,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,CARNAVAL  MERIDA,,,,MD1293,Flujo,Mérida,RENTA,
DIDI / FOOD - INDIGO,DIDI,RENTA,54311,"$1,960",70539,11131,RT-P1-COB-MR,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,GENERICO,,,,MD1293,Contraflujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1296,Contraflujo,Mérida,RENTA,
NIDO,NIDO,RENTA,54297,"$2,500",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,MD1297,Flujo,Mérida,RENTA,
DISEÑO TU CIUDAD,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54376,$0,70634,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,DISEÑA TU CIUDAD,,,,MD1297,Contraflujo,Mérida,RENTA,
TORNEO DE TENIS,TORNEO DE TENIS,CORTESIA,54277,$0,70611,10867,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,TORNEO DE TENIS,,,,MD1298,Flujo,Mérida,RENTA,
NIDO,NIDO,RENTA,54297,"$2,500",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,MD1298,Contraflujo,Mérida,RENTA,
CHEDRAUI,CHEDRAUI,RENTA,1190,"$2,500",1259,11707,RT-P1-COB-MR,EDNA GONZALEZ LABASTIDA,,Catorcenas 2026,Catorcena #3,GENERICO,,,,MD1299,Flujo,Mérida,RENTA,
TAPIPESOS,COCA COLA,RENTA,54266,"$2,450",70576,9858,RT-P1-COB-MR,NOEMI MUÑOZ,,Catorcenas 2026,Catorcena #3,TAPIPESOS,,,,MD1299,Contraflujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1300,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1300,Contraflujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1301,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1301,Contraflujo,Mérida,RENTA,
DIDI / FOOD - INDIGO,DIDI,RENTA,54311,"$1,960",70539,11131,RT-P1-COB-MR,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,GENERICO,,,,MD1303,Flujo,Mérida,RENTA,
DIDI / FOOD - INDIGO,DIDI,RENTA,54311,"$1,960",70539,11131,RT-P1-COB-MR,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #3,GENERICO,,,,MD1303,Contraflujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1304,Flujo,Mérida,RENTA,
PREDIAL,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54373,$0,70632,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,PREDIAL,,,,MD1304,Contraflujo,Mérida,RENTA,
CARNAVAL MERIDA,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54375,$0,70633,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,CARNAVAL  MERIDA,,,,MD1305,Flujo,Mérida,RENTA,
CARNAVAL DE VERACRUZ,MUNICIPIO DE VERACRUZ,CORTESIA,54219,$0,70555,9476,CT-P2-COB-BR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,CARNAVAL DE VERACRUZ,,,,MD1305,Contraflujo,Mérida,RENTA,
TORNEO DE TENIS,TORNEO DE TENIS,CORTESIA,54277,$0,70611,10867,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,TORNEO DE TENIS,,,,MD1306,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1306,Contraflujo,Mérida,RENTA,
DISEÑO TU CIUDAD,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54376,$0,70634,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,DISEÑA TU CIUDAD,,,,MD1307,Flujo,Mérida,RENTA,
DISEÑO TU CIUDAD,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54376,$0,70634,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,DISEÑA TU CIUDAD,,,,MD1307,Contraflujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1308,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1308,Contraflujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1309,Flujo,Mérida,RENTA,
DISEÑO TU CIUDAD,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54376,$0,70634,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,DISEÑA TU CIUDAD,,,,MD1309,Contraflujo,Mérida,RENTA,
TAPIPESOS,COCA COLA,RENTA,54266,"$2,450",70576,9858,RT-P1-COB-MR,NOEMI MUÑOZ,,Catorcenas 2026,Catorcena #3,TAPIPESOS,,,,MD1310,Flujo,Mérida,RENTA,
CARNAVAL MERIDA,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54375,$0,70633,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,CARNAVAL  MERIDA,,,,MD1310,Contraflujo,Mérida,RENTA,
CARNAVAL DE VERACRUZ,MUNICIPIO DE VERACRUZ,CORTESIA,54219,$0,70555,9476,CT-P2-COB-BR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,CARNAVAL DE VERACRUZ,,,,MD1311,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1311,Contraflujo,Mérida,RENTA,
TORNEO DE TENIS,TORNEO DE TENIS,CORTESIA,54277,$0,70611,10867,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,TORNEO DE TENIS,,,,MD1312,Flujo,Mérida,RENTA,
PREDIAL,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54373,$0,70632,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,PREDIAL,,,,MD1312,Contraflujo,Mérida,RENTA,
NIDO,NIDO,RENTA,54297,"$2,500",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,MD1313,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1313,Contraflujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1314,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1314,Contraflujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1315,Flujo,Mérida,RENTA,
DISEÑO TU CIUDAD,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54376,$0,70634,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,DISEÑA TU CIUDAD,,,,MD1315,Contraflujo,Mérida,RENTA,
CHEDRAUI,CHEDRAUI,RENTA,1190,"$2,500",1259,11707,RT-P1-COB-MR,EDNA GONZALEZ LABASTIDA,,Catorcenas 2026,Catorcena #3,GENERICO,,,,MD1316,Flujo,Mérida,RENTA,
NIDO,NIDO,RENTA,54297,"$2,500",70530,11074,RT-CL-PRA-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #3,NIDO,,,,MD1316,Contraflujo,Mérida,RENTA,
CARNAVAL MERIDA,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54375,$0,70633,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,CARNAVAL  MERIDA,,,,MD1317,Flujo,Mérida,RENTA,
IMU,IMU,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #3,CORTESIA,,,,MD1317,Contraflujo,Mérida,RENTA,
PREDIAL,"MUNICIPIO DE MERIDA, YUCATÁN",CORTESIA,54373,$0,70632,10278,CT-P1-COB-MR,KARLA BASURTO,,Catorcenas 2026,Catorcena #3,PREDIAL,,,,MD1318,Flujo,Mérida,RENTA,
