Cara,Tipo de cara,Nombre de campaña,Cliente,Operación,Código de contrato (opcional),Monto total,APS Global,CUIC,Articulo,Ejecutivo de Ventas,Descripción (opcional),Periodo,Segmentos,Versión,Ciudad
1107,Flujo,TANG,TANG,RENTA,55074,"$5,348",70606,11774,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,TANG,Ciudad de México
1107,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GARNIER,Ciudad de México
1108,Flujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1583,"$5,571",1337,10890,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
1108,Contraflujo,EL PALACIO IMAGEN,EL PALACIO DE HIERRO,RENTA,55112,"$3,935",70661,9898,RT-P1-PRC-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1109,Flujo,CHANEL No5,CHANEL,RENTA,55116,"$4,728",70730,10917,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,CHANEL No 5,Ciudad de México
1109,Contraflujo,CHANEL No5,CHANEL,RENTA,55116,"$4,728",70730,10917,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,CHANEL No 5,Ciudad de México
1112,Flujo,CHANEL No5,CHANEL,RENTA,55116,"$4,728",70730,10917,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,CHANEL No 5,Ciudad de México
1112,Contraflujo,CHANEL No5,CHANEL,RENTA,55116,"$4,728",70730,10917,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,CHANEL No 5,Ciudad de México
1113,Contraflujo,PUIG CAROLINA HERRERA 212,CAROLINA HERRERA,RENTA,55069,"$6,353",70595,10945,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,CAROLINA HERRERA 212,Ciudad de México
1115,Flujo,METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,METROP PARALELO (SIN VISIBILIDAD),Ciudad de México
1115,Contraflujo,METROP PARALELO (SIN VISIBILIDAD),CORTESIA,CORTESIA,0,$0,0,0,0,ANA MARIA LOPEZ,,Catorcenas 2026,Catorcena #6,METROP PARALELO (SIN VISIBILIDAD),Ciudad de México
1116,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,ELVIVE COLLAGEN LIFTER,Ciudad de México
1116,Contraflujo,COSTA COFFE MARZO 2026,COSTA COFFE,RENTA,1589,"$4,950",1394,11799,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,COSTA COFFE MASARYK,Ciudad de México
1117,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GARNIER,Ciudad de México
1117,Contraflujo,PLAN AT&T MUNDIAL,AT&T,RENTA,55030,"$4,186",70482,11249,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,IPHONE 17,Ciudad de México
1118,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,ELVIVE COLLAGEN LIFTER,Ciudad de México
1118,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,ELVIVE COLLAGEN LIFTER,Ciudad de México
1119,Flujo,OFFERT NBA,DISNEY,RENTA,55096,"$4,171",70822,9491,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,OFFERT NBA,Ciudad de México
1119,Contraflujo,BONAFONT CELEBRIDADES 26,BONAFONT,RENTA,55145,"$4,000",70836,11447,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1120,Flujo,TASTER´S CHOICE,NESCAFE,RENTA,55059,"$4,800",70510,11075,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,TASTER´S CHOICE,Ciudad de México
1120,Contraflujo,MASTERCARD,MASTERCARD,RENTA,55152,"$3,150",70839,11813,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,MASTERCARD,Ciudad de México
1121,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GARNIER,Ciudad de México
1121,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GARNIER,Ciudad de México
1122,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,ELVIVE COLLAGEN LIFTER,Ciudad de México
1122,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,ELVIVE COLLAGEN LIFTER,Ciudad de México
1912C,Flujo,PANTENE,PANTENE,RENTA,55034,"$3,966",70729,11261,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1912C,Contraflujo,EL PALACIO IMAGEN,EL PALACIO DE HIERRO,RENTA,55112,"$3,935",70661,9898,RT-P1-PRC-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1328,Flujo,CCXP,OCESA,IN - RENTA (INTERCAMBIO),55179,$0,70857,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1328,Contraflujo,TENA,TENA,RENTA,1579,"$4,200",1278,11431,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,TENA PAQUETE,Ciudad de México
1329,Contraflujo,EL PALACIO IMAGEN,EL PALACIO DE HIERRO,RENTA,55112,"$3,935",70661,9898,RT-P1-PRC-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1240,Flujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1583,"$5,571",1337,10890,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
1240,Contraflujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1583,"$5,571",1337,10890,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
1303,Flujo,EL PALACIO IMAGEN,EL PALACIO DE HIERRO,RENTA,55112,"$3,935",70661,9898,RT-P1-PRC-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1303,Contraflujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$5,406",1269,11734,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,PROMOBOLETOS,Ciudad de México
1304,Flujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1304,Contraflujo,MASTERCARD,MASTERCARD,RENTA,55152,"$3,150",70839,11813,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,MASTERCARD,Ciudad de México
1305,Flujo,EL PALACIO IMAGEN,EL PALACIO DE HIERRO,RENTA,55112,"$3,935",70661,9898,RT-P1-PRC-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1305,Contraflujo,MOTOROLA,MOTOROLA,RENTA,55067,"$3,831",70645,11210,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,MOTOROLA EDGE 70,Ciudad de México
1306,Flujo,TED 2,UNIVERSAL TV,RENTA,1578,"$3,400",1426,9483,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,TED 2,Ciudad de México
1306,Contraflujo,Soda stereo,OCESA,IN - RENTA (INTERCAMBIO),55085,$0,70688,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1307,Flujo,OFFERT NBA,DISNEY,RENTA,55096,"$4,171",70822,9491,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,OFFERT NBA,Ciudad de México
1307,Contraflujo,EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,55110,"$3,935",70714,9898,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,PERIÓDICO ABIERTO,Ciudad de México
1308,Flujo,TASTER´S CHOICE,NESCAFE,RENTA,55059,"$4,800",70510,11075,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,TASTER´S CHOICE,Ciudad de México
1308,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,ELVIVE COLLAGEN LIFTER,Ciudad de México
1309,Contraflujo,EL PALACIO IMAGEN,EL PALACIO DE HIERRO,RENTA,55112,"$3,935",70661,9898,RT-P1-PRC-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1310,Flujo,VISA FARMACIAS DEL AHORRO,VISA,RENTA,55162,"$6,279",70823,2538,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,VISA BANORTE 5 TARJETAS,Ciudad de México
1310,Contraflujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1311,Flujo,TASTER´S CHOICE,NESCAFE,RENTA,55059,"$4,800",70510,11075,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,TASTER´S CHOICE,Ciudad de México
1311,Contraflujo,HERBAL,HERBAL ESSENSES,RENTA,55033,"$3,966",70603,11260,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,HERBAL PERFUME CAPILAR,Ciudad de México
1330,Flujo,NESQUIK,NESQUIK,RENTA,55052,"$3,339",70785,10831,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NESQUIK,Ciudad de México
1330,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GARNIER,Ciudad de México
1313,Flujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1313,Contraflujo,Weeknd,OCESA,IN - RENTA (INTERCAMBIO),55086,$0,70820,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,Weeknd,Ciudad de México
1331,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,ELVIVE COLLAGEN LIFTER,Ciudad de México
1331,Contraflujo,HERBAL,HERBAL ESSENSES,RENTA,55033,"$3,966",70603,11260,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,PELO MAS SUAVE,Ciudad de México
1315,Flujo,Soda stereo,OCESA,IN - RENTA (INTERCAMBIO),55085,$0,70688,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1315,Contraflujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1316,Flujo,SABA,SABA,RENTA,1581,"$4,200",1300,11432,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,SABA INVISIBLE,Ciudad de México
1316,Contraflujo,NU BANK / FLAGSHIP H3,NUBANK,RENTA,55100,"$3,077",70826,10768,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,¿HORARIO? // ¿FILAS?,Ciudad de México
1317,Contraflujo,PANTENE,PANTENE,RENTA,55034,"$3,966",70729,11261,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1318,Contraflujo,AGRIFEN,PISALAK,RENTA,1629,"$3,632",1364,10935,RT-P1-COB-MX,BEGOÑA BEORLEGUI,,Catorcenas 2026,Catorcena #6,AGRIFEN ,Ciudad de México
1239,Flujo,TED 2,UNIVERSAL TV,RENTA,1578,"$3,400",1426,9483,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,TED 2,Ciudad de México
1239,Contraflujo,EL PALACIO IMAGEN,EL PALACIO DE HIERRO,RENTA,55112,"$3,935",70661,9898,RT-P1-PRC-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1202,Flujo,TASTER´S CHOICE,NESCAFE,RENTA,55059,"$4,800",70510,11075,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,TASTER´S CHOICE,Ciudad de México
1202,Contraflujo,SOL MEZCLAS,HEINEKEN,RENTA,55014,"$3,360",70687,10288,RT-P1-COB-MX,LISSET VALDEZ,,Catorcenas 2026,Catorcena #6,MANGOYADA ,Ciudad de México
1203,Flujo,EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,55110,"$3,935",70714,9898,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,MUJER AMARILLO  TAYLOR SONRISA,Ciudad de México
1203,Contraflujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1583,"$5,571",1337,10890,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
1204,Flujo,BBVA MASIVA FUTURA 2026,BBVA,RENTA,55143,"$2,742",70837,9577,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,PB DIVIDIR GASTOS,Ciudad de México
1204,Contraflujo,EL PALACIO IMAGEN,EL PALACIO DE HIERRO,RENTA,55112,"$3,935",70661,9898,RT-P1-PRC-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1205,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,ELVIVE COLLAGEN LIFTER,Ciudad de México
1205,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,ELVIVE COLLAGEN LIFTER,Ciudad de México
1206,Flujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,ELVIVE COLLAGEN LIFTER,Ciudad de México
1206,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,ELVIVE COLLAGEN LIFTER,Ciudad de México
1238,Flujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1583,"$5,571",1337,10890,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
1238,Contraflujo,MASTERCARD,MASTERCARD,RENTA,55152,"$3,150",70839,11813,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,MASTERCARD,Ciudad de México
1208,Flujo,EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,55110,"$3,935",70714,9898,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,HOMBRE MORGAN,Ciudad de México
1208,Contraflujo,EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,55110,"$3,935",70714,9898,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,CHICA RETROVISOR,Ciudad de México
1209,Flujo,DiDi / CARD,DIDI,RENTA,55109,"$3,965",70695,11751,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1209,Contraflujo,NESQUIK,NESQUIK,RENTA,55052,"$3,339",70785,10831,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NESQUIK,Ciudad de México
1210,Flujo,SOL MEZCLAS,HEINEKEN,RENTA,55014,"$3,360",70687,10288,RT-P1-COB-MX,LISSET VALDEZ,,Catorcenas 2026,Catorcena #6,MANGOYADA ,Ciudad de México
1210,Contraflujo,SECRET CAROLINA,SECRET,RENTA,55035,"$3,575",70750,11254,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,SECRET,Ciudad de México
1207,Flujo,NESTLE LA LECHERA,LA LECHERA,RENTA,55047,"$2,337",70665,11753,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,CARNATION Y LECHERA,Ciudad de México
1207,Contraflujo,CLOROX,CLOROX,RENTA,55115,"$2,818",70788,11802,RT-P1-COB-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,CLOROX LAVANDA,Ciudad de México
1237,Flujo,BBVA MASIVA FUTURA 2026,BBVA,RENTA,55143,"$2,742",70837,9577,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,PB DIVIDIR GASTOS,Ciudad de México
1237,Contraflujo,NESQUIK,NESQUIK,RENTA,55052,"$3,339",70785,10831,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NESQUIK,Ciudad de México
1244,Flujo,EL PALACIO PLANTA FIJA,EL PALACIO DE HIERRO,RENTA,55110,"$3,935",70714,9898,RT-P1-PRA-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,PERIÓDICO ABIERTO,Ciudad de México
1244,Contraflujo,FARMACIAS SIMILARES Planta fija 2026,FARMACIAS SIMILARES,RENTA,55138,"$3,605",70508,1559,RT-P1-COB-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,FONDO ROJO,Ciudad de México
1214,Flujo,NIDO,NIDO,RENTA,55055,"$3,339",70530,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NIDO,Ciudad de México
1214,Contraflujo,EL PALACIO IMAGEN,EL PALACIO DE HIERRO,RENTA,55112,"$3,935",70661,9898,RT-P1-PRC-MX,ESTRELLA NANDO BEHAR,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1215,Flujo,NIDO,NIDO,RENTA,55055,"$3,339",70530,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NIDO,Ciudad de México
1215,Contraflujo,EL REY LEÓN,OCESA,IN - RENTA (INTERCAMBIO),55084,$0,70671,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,El rey león un año en México ,Ciudad de México
1216,Flujo,NIDO,NIDO,RENTA,55055,"$3,339",70530,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NIDO,Ciudad de México
1216,Contraflujo,MASTERCARD,MASTERCARD,RENTA,55152,"$3,150",70839,11813,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,MASTERCARD,Ciudad de México
1227,Flujo,NIDO,NIDO,RENTA,55055,"$3,339",70530,11074,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NIDO,Ciudad de México
1227,Contraflujo,PANTENE,PANTENE,RENTA,55034,"$3,966",70729,11261,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1218,Flujo,NESTLE LA LECHERA,LA LECHERA,RENTA,55047,"$2,337",70665,11753,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,CARNATION Y LECHERA,Ciudad de México
1218,Contraflujo,TED 2,UNIVERSAL TV,RENTA,1578,"$3,400",1426,9483,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,TED 2,Ciudad de México
1228,Flujo,SANBORNS PRIMAVERA,SANBORNS,BONIFICACION,1593,$0,1402,11231,BF-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,FAMILIA PRIMAVERA,Ciudad de México
1228,Contraflujo,TANG,TANG,RENTA,55074,"$5,348",70606,11774,RT-P1-PRA-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,TANG,Ciudad de México
1220,Flujo,PATRICK - CHARLOTTE - MARIO,SEPHORA,RENTA,1583,"$5,571",1337,10890,RT-P1-COB-MX,SARA PICHARDO,,Catorcenas 2026,Catorcena #6,PATRICK - CHARLOTTE - MARIO,Ciudad de México
1220,Contraflujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$5,406",1269,11734,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,LATAS,Ciudad de México
1221,Flujo,TASTER´S CHOICE,NESCAFE,RENTA,55059,"$4,800",70510,11075,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,TASTER´S CHOICE,Ciudad de México
1221,Contraflujo,Tecate emblema,OCESA,IN - RENTA (INTERCAMBIO),55118,$0,70830,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,Tecate emblema,Ciudad de México
1222,Flujo,CCXP,OCESA,IN - RENTA (INTERCAMBIO),55179,$0,70857,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1222,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,ELVIVE COLLAGEN LIFTER,Ciudad de México
1223,Flujo,TASTER´S CHOICE,NESCAFE,RENTA,55059,"$4,800",70510,11075,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,TASTER´S CHOICE,Ciudad de México
1223,Contraflujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1224,Flujo,Weeknd,OCESA,IN - RENTA (INTERCAMBIO),55086,$0,70820,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,Weeknd,Ciudad de México
1224,Contraflujo,Soda stereo,OCESA,IN - RENTA (INTERCAMBIO),55085,$0,70688,10198,IN-P1-COB-MX,KARLA BASURTO,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1419,Flujo,HERBAL,HERBAL ESSENSES,RENTA,55033,"$3,966",70603,11260,RT-P1-PRA-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,PELO MAS SUAVE,Ciudad de México
1419,Contraflujo,NESQUIK,NESQUIK,RENTA,55052,"$3,339",70785,10831,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,NESQUIK,Ciudad de México
1442,Flujo,"FEMSA, IMUNDIALISTA 2026",FEMSA,RENTA,1587,"$5,406",1269,11734,RT-P1-COB-MX,ALDO TAVERA,,Catorcenas 2026,Catorcena #6,PROMOBOLETOS,Ciudad de México
1442,Contraflujo,CAPITAL ONE 2026 Q2,CAPITAL ONE,RENTA,55149,"$4,347",70662,11284,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,FONDO AMARILLO,Ciudad de México
1443,Flujo,TED 2,UNIVERSAL TV,RENTA,1578,"$3,400",1426,9483,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,TED 2,Ciudad de México
1443,Contraflujo,LOREAL PLANTA FIJA,LOREAL,RENTA,55139,"$6,000",70466,5171,RT-P1-PRA-MX,ALDONZA OJEDA POIRÉ,,Catorcenas 2026,Catorcena #6,GARNIER,Ciudad de México
1444,Flujo,MASTERCARD,MASTERCARD,RENTA,55152,"$3,150",70839,11813,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,MASTERCARD,Ciudad de México
1444,Contraflujo,PLAN AT&T MUNDIAL,AT&T,RENTA,55030,"$4,186",70482,11249,RT-P1-COB-MX,BRISSA GONZÁLEZ,,Catorcenas 2026,Catorcena #6,IPHONE 17 PRO,Ciudad de México
1445,Flujo,SUPER MARIO GALAXY,UNIVERSAL PICTURES,RENTA,55072,"$3,355",70722,9664,RT-P1-COB-MX,LEONOR BARRAÑON,,Catorcenas 2026,Catorcena #6,GENERICO,Ciudad de México
1445,Contraflujo,IKEA,IKEA,RENTA,55046,"$3,220",70675,10240,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,IKEA,Ciudad de México
1446,Flujo,BBVA MASIVA FUTURA 2026,BBVA,RENTA,55143,"$2,742",70837,9577,RT-P1-COB-MX,VALERIA TOSTADO,,Catorcenas 2026,Catorcena #6,PB DIVIDIR GASTOS,Ciudad de México
1446,Contraflujo,TASTER´S CHOICE,NESCAFE,RENTA,55059,"$4,800",70510,11075,RT-P1-COB-MX,FERNANDA MEJIA SANCHEZ,,Catorcenas 2026,Catorcena #6,TASTER´S CHOICE,Ciudad de México
