,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cod,codigo_unico OK,ubicacion,tipo_de_cara,cara,mueble,latitud,longitud,plaza,estado,municipio ,cp,tradicional_digital,sentido,Isla,Mueb x Isla,Zona Mundialista,entre_calle_1,entre_calle_2,orientacion ,tipo_de_mueble,ancho ,alto,archivos_id,tarifa_piso,tarifa_publica,nivel_socioeconomico,total_espacios,tiempo
28408,28408_Flujo_Ciudad de México ,XOCHINAUAC - DEPOSITO EL ROSARIO,Flujo,A,Parabus,19.5036010,-99.1975740,Ciudad de México,Ciudad de México ,Azcapotzalco,2120,Tradicional ,N-S,SI,2,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28408,28408_Contraflujo_Ciudad de México ,XOCHINAUAC - DEPOSITO EL ROSARIO,Contraflujo,B,Parabus,19.5036010,-99.1975740,Ciudad de México,Ciudad de México ,Azcapotzalco,2120,Tradicional ,N-S,SI,2,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28406,28406_Flujo_Ciudad de México ,PROL. SAN CARLOS - LOS ANGELES,Flujo,A,Parabus,19.5019220,-99.1977670,Ciudad de México,Ciudad de México ,Azcapotzalco,2120,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28406,28406_Contraflujo_Ciudad de México ,PROL. SAN CARLOS - LOS ANGELES,Contraflujo,B,Parabus,19.5019220,-99.1977670,Ciudad de México,Ciudad de México ,Azcapotzalco,2120,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28407,28407_Flujo_Ciudad de México ,EL ROSARIO - TIERRA NEGRA,Flujo,A,Parabus,19.5004960,-99.1987910,Ciudad de México,Ciudad de México ,Azcapotzalco,2100,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28407,28407_Contraflujo_Ciudad de México ,EL ROSARIO - TIERRA NEGRA,Contraflujo,B,Parabus,19.5004960,-99.1987910,Ciudad de México,Ciudad de México ,Azcapotzalco,2100,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28409,28409_Flujo_Ciudad de México ,AV. DE LAS CULTURAS - MECANICOS,Flujo,A,Parabus,19.5114790,-99.1995010,Ciudad de México,Ciudad de México ,Azcapotzalco,2100,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28409,28409_Contraflujo_Ciudad de México ,AV. DE LAS CULTURAS - MECANICOS,Contraflujo,B,Parabus,19.5114790,-99.1995010,Ciudad de México,Ciudad de México ,Azcapotzalco,2100,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28410,28410_Flujo_Ciudad de México ,AV. DE LAS CULTURAS - PESCADORES,Flujo,A,Parabus,19.5105670,-99.2020740,Ciudad de México,Ciudad de México ,Azcapotzalco,2100,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28410,28410_Contraflujo_Ciudad de México ,AV. DE LAS CULTURAS - PESCADORES,Contraflujo,B,Parabus,19.5105670,-99.2020740,Ciudad de México,Ciudad de México ,Azcapotzalco,2100,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28411,28411_Flujo_Ciudad de México ,AV. DE LAS CULTURAS - CULTURA NAHUATL,Flujo,A,Parabus,19.5091940,-99.2046980,Ciudad de México,Ciudad de México ,Azcapotzalco,2100,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28411,28411_Contraflujo_Ciudad de México ,AV. DE LAS CULTURAS - CULTURA NAHUATL,Contraflujo,B,Parabus,19.5091940,-99.2046980,Ciudad de México,Ciudad de México ,Azcapotzalco,2100,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28412,28412_Flujo_Ciudad de México ,AV. DE LAS CULTURAS - ALFAREROS,Flujo,A,Parabus,19.5084780,-99.2087810,Ciudad de México,Ciudad de México ,Azcapotzalco,2100,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28412,28412_Contraflujo_Ciudad de México ,AV. DE LAS CULTURAS - ALFAREROS,Contraflujo,B,Parabus,19.5084780,-99.2087810,Ciudad de México,Ciudad de México ,Azcapotzalco,2100,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28413,28413_Flujo_Ciudad de México ,CAMARONES - 22 DE FEBRERO ,Flujo,A,Parabus,19.4775810,-99.1843870,Ciudad de México,Ciudad de México ,Azcapotzalco,2080,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28413,28413_Contraflujo_Ciudad de México ,CAMARONES - 22 DE FEBRERO ,Contraflujo,B,Parabus,19.4775810,-99.1843870,Ciudad de México,Ciudad de México ,Azcapotzalco,2080,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28414,28414_Flujo_Ciudad de México , 22 DE FEBRERO - MINERVA ,Flujo,A,Parabus,19.4812190,-99.1835190,Ciudad de México,Ciudad de México ,Azcapotzalco,2050,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28414,28414_Contraflujo_Ciudad de México , 22 DE FEBRERO - MINERVA ,Contraflujo,B,Parabus,19.4812190,-99.1835190,Ciudad de México,Ciudad de México ,Azcapotzalco,2050,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28415,28415_Flujo_Ciudad de México ,CASTILLA OTE - ANDALUCIA,Flujo,A,Parabus,19.4850100,-99.1886780,Ciudad de México,Ciudad de México ,Azcapotzalco,2010,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28415,28415_Contraflujo_Ciudad de México ,CASTILLA OTE - ANDALUCIA,Contraflujo,B,Parabus,19.4850100,-99.1886780,Ciudad de México,Ciudad de México ,Azcapotzalco,2010,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28416,28416_Flujo_Ciudad de México ,AQUILES SERDAN - TIERRA INDOMITA,Flujo,A,Parabus,19.4979390,-99.2006470,Ciudad de México,Ciudad de México ,Azcapotzalco,2130,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28416,28416_Contraflujo_Ciudad de México ,AQUILES SERDAN - TIERRA INDOMITA,Contraflujo,B,Parabus,19.4979390,-99.2006470,Ciudad de México,Ciudad de México ,Azcapotzalco,2130,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28417,28417_Flujo_Ciudad de México ,AQUILES SERDAN - TIERRA NUEVA,Flujo,A,Parabus,19.5002420,-99.2029940,Ciudad de México,Ciudad de México ,Azcapotzalco,2130,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28417,28417_Contraflujo_Ciudad de México ,AQUILES SERDAN - TIERRA NUEVA,Contraflujo,B,Parabus,19.5002420,-99.2029940,Ciudad de México,Ciudad de México ,Azcapotzalco,2130,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28418,28418_Flujo_Ciudad de México ,AV. DE LAS CULTURAS - HIDROGENO,Flujo,A,Parabus,19.5098820,-99.2028010,Ciudad de México,Ciudad de México ,Azcapotzalco,2100,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28418,28418_Contraflujo_Ciudad de México ,AV. DE LAS CULTURAS - HIDROGENO,Contraflujo,B,Parabus,19.5098820,-99.2028010,Ciudad de México,Ciudad de México ,Azcapotzalco,2100,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28901,28901_Flujo_Ciudad de México ,AHUEHUETES - SAUCES,Flujo,A,Parabus,19.4949350,-99.1960140,Ciudad de México,Ciudad de México ,Azcapotzalco,2150,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28901,28901_Contraflujo_Ciudad de México ,AHUEHUETES - SAUCES,Contraflujo,B,Parabus,19.4949350,-99.1960140,Ciudad de México,Ciudad de México ,Azcapotzalco,2150,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28902,28902_Flujo_Ciudad de México ,EJE 3 NORTE- CALZADA DE LAS ARMAS,Flujo,A,Parabus,19.4872710,-99.2170760,Ciudad de México,Ciudad de México ,Azcapotzalco,2490,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28902,28902_Contraflujo_Ciudad de México ,EJE 3 NORTE- CALZADA DE LAS ARMAS,Contraflujo,B,Parabus,19.4872710,-99.2170760,Ciudad de México,Ciudad de México ,Azcapotzalco,2490,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
28903,28903_Flujo_Ciudad de México ,PARQUE VIA - RIO AMOY,Flujo,A,Parabus,19.4354160,-99.1679190,Ciudad de México,Ciudad de México ,Cuauhtémoc,6500,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
28903,28903_Contraflujo_Ciudad de México ,PARQUE VIA - RIO AMOY,Contraflujo,B,Parabus,19.4354160,-99.1679190,Ciudad de México,Ciudad de México ,Cuauhtémoc,6500,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29001,29001_Flujo_Ciudad de México ,THIERS - GOETHE,Flujo,A,Parabus,19.4310080,-99.1758420,Ciudad de México,Ciudad de México ,Miguel Hidalgo,11300,Tradicional ,N-S,NO,NA,SI,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29001,29001_Contraflujo_Ciudad de México ,THIERS - GOETHE,Contraflujo,B,Parabus,19.4310080,-99.1758420,Ciudad de México,Ciudad de México ,Miguel Hidalgo,11300,Tradicional ,N-S,NO,NA,SI,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29002,29002_Contraflujo_Ciudad de México ,THIERS - DARWIN,Contraflujo,B,Parabus,19.4297610,-99.1744540,Ciudad de México,Ciudad de México ,Miguel Hidalgo,11300,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29003,29003_Contraflujo_Ciudad de México ,RIO MISSIPPI - PASEO DE LA REFORMA,Contraflujo,B,Parabus,19.4256400,-99.1719210,Ciudad de México,Ciudad de México ,Cuauhtémoc,6500,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29004,29004_Contraflujo_Ciudad de México ,SALAMANCA - COLIMA,Contraflujo,B,Parabus,19.4178940,-99.1692560,Ciudad de México,Ciudad de México ,Cuauhtémoc,6700,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29005,29005_Flujo_Ciudad de México ,SALAMANCA - OAXACA,Flujo,A,Parabus,19.4178770,-99.1692520,Ciudad de México,Ciudad de México ,Cuauhtémoc,6700,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29005,29005_Contraflujo_Ciudad de México ,SALAMANCA - OAXACA,Contraflujo,B,Parabus,19.4178770,-99.1692520,Ciudad de México,Ciudad de México ,Cuauhtémoc,6700,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29006,29006_Flujo_Ciudad de México ,MEDELLIN - QUERETARO,Flujo,A,Parabus,19.4139200,-99.1650900,Ciudad de México,Ciudad de México ,Cuauhtémoc,6700,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29006,29006_Contraflujo_Ciudad de México ,MEDELLIN - QUERETARO,Contraflujo,B,Parabus,19.4139200,-99.1650900,Ciudad de México,Ciudad de México ,Cuauhtémoc,6700,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29007,29007_Flujo_Ciudad de México ,MEDELLIN - TLAXCALA,Flujo,A,Parabus,19.4079430,-99.1636230,Ciudad de México,Ciudad de México ,Cuauhtémoc,6760,Tradicional ,N-S,NO,NA,SI,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29007,29007_Contraflujo_Ciudad de México ,MEDELLIN - TLAXCALA,Contraflujo,B,Parabus,19.4079430,-99.1636230,Ciudad de México,Ciudad de México ,Cuauhtémoc,6760,Tradicional ,N-S,NO,NA,SI,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29008,29008_Flujo_Ciudad de México ,MEDELLIN - BAJA CALIFORNIA,Flujo,A,Parabus,19.4062300,-99.1632260,Ciudad de México,Ciudad de México ,Cuauhtémoc,6760,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29008,29008_Contraflujo_Ciudad de México ,MEDELLIN - BAJA CALIFORNIA,Contraflujo,B,Parabus,19.4062300,-99.1632260,Ciudad de México,Ciudad de México ,Cuauhtémoc,6760,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29009,29009_Flujo_Ciudad de México ,AMORES - ROMERO DE TERREROS,Flujo,A,Parabus,19.3943630,-99.1638120,Ciudad de México,Ciudad de México ,Benito Juárez,3100,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29009,29009_Contraflujo_Ciudad de México ,AMORES - ROMERO DE TERREROS,Contraflujo,B,Parabus,19.3943630,-99.1638120,Ciudad de México,Ciudad de México ,Benito Juárez,3100,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29010,29010_Flujo_Ciudad de México ,AMORES - DIVISION DEL NORTE,Flujo,A,Parabus,19.3916540,-99.1644850,Ciudad de México,Ciudad de México ,Benito Juárez,3103,Tradicional ,N-S,NO,NA,SI,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29010,29010_Contraflujo_Ciudad de México ,AMORES - DIVISION DEL NORTE,Contraflujo,B,Parabus,19.3916540,-99.1644850,Ciudad de México,Ciudad de México ,Benito Juárez,3103,Tradicional ,N-S,NO,NA,SI,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29011,29011_Flujo_Ciudad de México ,COL. DEL VALLE - COYOACAN,Flujo,A,Parabus,19.3899860,-99.1664200,Ciudad de México,Ciudad de México ,Benito Juárez,3100,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29011,29011_Contraflujo_Ciudad de México ,COL. DEL VALLE - COYOACAN,Contraflujo,B,Parabus,19.3899860,-99.1664200,Ciudad de México,Ciudad de México ,Benito Juárez,3100,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29013,29013_Flujo_Ciudad de México ,COYOACAN- PILARES,Flujo,A,Parabus,19.3786150,-99.1692540,Ciudad de México,Ciudad de México ,Benito Juárez,3100,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29013,29013_Contraflujo_Ciudad de México ,COYOACAN- PILARES,Contraflujo,B,Parabus,19.3786150,-99.1692540,Ciudad de México,Ciudad de México ,Benito Juárez,3100,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29014,29014_Flujo_Ciudad de México ,COYOACAN - MIGUEL LAURENT,Flujo,A,Parabus,19.3763220,-99.1698580,Ciudad de México,Ciudad de México ,Benito Juárez,3200,Tradicional ,P-O,NO,NA,SI,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29014,29014_Contraflujo_Ciudad de México ,COYOACAN - MIGUEL LAURENT,Contraflujo,B,Parabus,19.3763220,-99.1698580,Ciudad de México,Ciudad de México ,Benito Juárez,3200,Tradicional ,P-O,NO,NA,SI,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29015,29015_Flujo_Ciudad de México ,COYOACAN - FELIX CUEVAS DER,Flujo,A,Parabus,19.3720260,-99.1708850,Ciudad de México,Ciudad de México ,Benito Juárez,3100,Tradicional ,N-S,SI,2,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29015,29015_Contraflujo_Ciudad de México ,COYOACAN - FELIX CUEVAS DER,Contraflujo,B,Parabus,19.3720260,-99.1708850,Ciudad de México,Ciudad de México ,Benito Juárez,3100,Tradicional ,N-S,SI,2,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29016,29016_Flujo_Ciudad de México ,COYOACAN - FELIX CUEVAS IZQ.,Flujo,A,Parabus,19.3720120,-99.1708900,Ciudad de México,Ciudad de México ,Benito Juárez,3220,Tradicional ,N-S,SI,2,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29016,29016_Contraflujo_Ciudad de México ,COYOACAN - FELIX CUEVAS IZQ.,Contraflujo,B,Parabus,19.3720120,-99.1708900,Ciudad de México,Ciudad de México ,Benito Juárez,3220,Tradicional ,N-S,SI,2,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29017,29017_Contraflujo_Ciudad de México ,COYOACAN - JOSE MA. RICO,Contraflujo,B,Parabus,19.3673520,-99.1720460,Ciudad de México,Ciudad de México ,Benito Juárez,3220,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29018,29018_Flujo_Ciudad de México ,COYOACAN -  JOSE MA. OLLOQUI,Flujo,A,Parabus,19.3642630,-99.1727810,Ciudad de México,Ciudad de México ,Benito Juárez,3100,Tradicional ,N-S,NO,NA,SI,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29018,29018_Contraflujo_Ciudad de México ,COYOACAN -  JOSE MA. OLLOQUI,Contraflujo,B,Parabus,19.3642630,-99.1727810,Ciudad de México,Ciudad de México ,Benito Juárez,3100,Tradicional ,N-S,NO,NA,SI,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29019,29019_Flujo_Ciudad de México ,MADRID - AV. MEXICO,Flujo,A,Parabus,19.3564480,-99.1691010,Ciudad de México,Ciudad de México ,Coyoacan,4100,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
29019,29019_Contraflujo_Ciudad de México ,MADRID - AV. MEXICO,Contraflujo,B,Parabus,19.3564480,-99.1691010,Ciudad de México,Ciudad de México ,Coyoacan,4100,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
29020,29020_Flujo_Ciudad de México ,AV. MEXICO - XICOTENCATL,Flujo,A,Parabus,19.3524370,-99.1654290,Ciudad de México,Ciudad de México ,Coyoacan,4100,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
29020,29020_Contraflujo_Ciudad de México ,AV. MEXICO - XICOTENCATL,Contraflujo,B,Parabus,19.3524370,-99.1654290,Ciudad de México,Ciudad de México ,Coyoacan,4100,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
29021,29021_Flujo_Ciudad de México ,AV. MEXICO - CENTENARIO,Flujo,A,Parabus,19.3507750,-99.1639400,Ciudad de México,Ciudad de México ,Coyoacan,4100,Tradicional ,N-S,NO,NA,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
29021,29021_Contraflujo_Ciudad de México ,AV. MEXICO - CENTENARIO,Contraflujo,B,Parabus,19.3507750,-99.1639400,Ciudad de México,Ciudad de México ,Coyoacan,4100,Tradicional ,N-S,NO,NA,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
29022,29022_Flujo_Ciudad de México ,PARIS- AGUAYO,Flujo,A,Parabus,19.3538780,-99.1631600,Ciudad de México,Ciudad de México ,Coyoacan,4100,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
29022,29022_Contraflujo_Ciudad de México ,PARIS- AGUAYO,Contraflujo,B,Parabus,19.3538780,-99.1631600,Ciudad de México,Ciudad de México ,Coyoacan,4100,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
29023,29023_Flujo_Ciudad de México ,XICOTENCATL - PARQUE ALLENDE DER.,Flujo,A,Parabus,19.3530400,-99.1625240,Ciudad de México,Ciudad de México ,Coyoacan,4100,Tradicional ,N-S,SI,2,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
29023,29023_Contraflujo_Ciudad de México ,XICOTENCATL - PARQUE ALLENDE DER.,Contraflujo,B,Parabus,19.3530400,-99.1625240,Ciudad de México,Ciudad de México ,Coyoacan,4100,Tradicional ,N-S,SI,2,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
29024,29024_Flujo_Ciudad de México ,XICOTENCATL - PARQUE ALLENDE IZQ.,Flujo,A,Parabus,19.3530420,-99.1625110,Ciudad de México,Ciudad de México ,Coyoacan,4100,Tradicional ,N-S,SI,2,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
29024,29024_Contraflujo_Ciudad de México ,XICOTENCATL - PARQUE ALLENDE IZQ.,Contraflujo,B,Parabus,19.3530420,-99.1625110,Ciudad de México,Ciudad de México ,Coyoacan,4100,Tradicional ,N-S,SI,2,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
29025,29025_Flujo_Ciudad de México ,MELCHOR OCAMPO - AUCHAN,Flujo,A,Parabus,19.3450320,-99.1711840,Ciudad de México,Ciudad de México ,Coyoacan,4310,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
29025,29025_Contraflujo_Ciudad de México ,MELCHOR OCAMPO - AUCHAN,Contraflujo,B,Parabus,19.3450320,-99.1711840,Ciudad de México,Ciudad de México ,Coyoacan,4310,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
29026,29026_Flujo_Ciudad de México ,CERRO DE AGUA - CERRO DE CHAPULTEPEC,Flujo,A,Parabus,19.3370730,-99.1757840,Ciudad de México,Ciudad de México ,Coyoacan,4310,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
29026,29026_Contraflujo_Ciudad de México ,CERRO DE AGUA - CERRO DE CHAPULTEPEC,Contraflujo,B,Parabus,19.3370730,-99.1757840,Ciudad de México,Ciudad de México ,Coyoacan,4310,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
29901,29901_Flujo_Ciudad de México ,CONCEPCION BEISTEGUI -  A. COYOACAN,Flujo,A,Parabus,19.3896510,-99.1665440,Ciudad de México,Ciudad de México ,Benito Juárez,3100,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29901,29901_Contraflujo_Ciudad de México ,CONCEPCION BEISTEGUI -  A. COYOACAN,Contraflujo,B,Parabus,19.3896510,-99.1665440,Ciudad de México,Ciudad de México ,Benito Juárez,3100,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29902,29902_Flujo_Ciudad de México ,PILARES - ADOLFO PRIETO,Flujo,A,Parabus,19.3789340,-99.1708790,Ciudad de México,Ciudad de México ,Benito Juárez,3100,Tradicional ,N-S,NO,NA,SI,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29902,29902_Contraflujo_Ciudad de México ,PILARES - ADOLFO PRIETO,Contraflujo,B,Parabus,19.3789340,-99.1708790,Ciudad de México,Ciudad de México ,Benito Juárez,3100,Tradicional ,N-S,NO,NA,SI,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29903,29903_Flujo_Ciudad de México ,COMUNAL - ACACIAS,Flujo,A,Parabus,19.3632820,-99.1737360,Ciudad de México,Ciudad de México ,Benito Juárez,3240,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
29903,29903_Contraflujo_Ciudad de México ,COMUNAL - ACACIAS,Contraflujo,B,Parabus,19.3632820,-99.1737360,Ciudad de México,Ciudad de México ,Benito Juárez,3240,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
30001,30001_Flujo_Ciudad de México ,ALFONSO REYES - CIRCUITO INTERIOR,Flujo,A,Parabus,19.4112500,-99.1816430,Ciudad de México,Ciudad de México ,Cuauhtémoc,6140,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
30001,30001_Contraflujo_Ciudad de México ,ALFONSO REYES - CIRCUITO INTERIOR,Contraflujo,B,Parabus,19.4112500,-99.1816430,Ciudad de México,Ciudad de México ,Cuauhtémoc,6140,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
30002,30002_Flujo_Ciudad de México ,JOSE VASCONCELOS - BENJAMIN HIL,Flujo,A,Parabus,19.4093330,-99.1833770,Ciudad de México,Ciudad de México ,Cuauhtémoc,6170,Tradicional ,O-P,NO,NA,SI,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
30002,30002_Contraflujo_Ciudad de México ,JOSE VASCONCELOS - BENJAMIN HIL,Contraflujo,B,Parabus,19.4093330,-99.1833770,Ciudad de México,Ciudad de México ,Cuauhtémoc,6170,Tradicional ,O-P,NO,NA,SI,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
30003,30003_Flujo_Ciudad de México ,CIRCUITO INTERIOR - RIO DUERO,Flujo,A,Parabus,19.4284690,-99.1742500,Ciudad de México,Ciudad de México ,Miguel Hidalgo,6500,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
30003,30003_Contraflujo_Ciudad de México ,CIRCUITO INTERIOR - RIO DUERO,Contraflujo,B,Parabus,19.4284690,-99.1742500,Ciudad de México,Ciudad de México ,Miguel Hidalgo,6500,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
30004,30004_Flujo_Ciudad de México ,CIRCUITO INTERIOR - RIO BALSAS,Flujo,A,Parabus,19.4310740,-99.1726770,Ciudad de México,Ciudad de México ,Miguel Hidalgo,6500,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
30004,30004_Contraflujo_Ciudad de México ,CIRCUITO INTERIOR - RIO BALSAS,Contraflujo,B,Parabus,19.4310740,-99.1726770,Ciudad de México,Ciudad de México ,Miguel Hidalgo,6500,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,ABC+,1,24 hrs
30005,30005_Flujo_Ciudad de México ,CIRCUITO INTERIOR - MARINA NACIONAL ,Flujo,A,Parabus,19.4358130,-99.1697060,Ciudad de México,Ciudad de México ,Cuauhtémoc,6500,Tradicional ,S-N,NO,NA,SI,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
