,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cod,codigo_unico OK,ubicacion,tipo_de_cara,cara,mueble,latitud,longitud,plaza,estado,municipio ,cp,tradicional_digital,sentido,Isla,Mueb x Isla,Zona Mundialista,entre_calle_1,entre_calle_2,orientacion ,tipo_de_mueble,ancho ,alto,archivos_id,tarifa_piso,tarifa_publica,nivel_socioeconomico,total_espacios,tiempo
MD1338,MD1338_Contraflujo_Mérida,AV. JACINTO CANEK X CALLE 132 Y CALLE 140,Contraflujo,B,Parabus,20.9930400,-89.6693610,Mérida,Yucatán,Mérida,97238,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1339,MD1339_Flujo_Mérida,AV. JACINTO CANEK X CALLE 132 Y CALLE 134 A,Flujo,A,Parabus,20.9930100,-89.6689950,Mérida,Yucatán,Mérida,97226,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1339,MD1339_Contraflujo_Mérida,AV. JACINTO CANEK X CALLE 132 Y CALLE 134 A,Contraflujo,B,Parabus,20.9930100,-89.6689950,Mérida,Yucatán,Mérida,97226,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1340,MD1340_Flujo_Mérida,AV. AVIACIÓN X CALLE 108 Y X CALLE 110,Flujo,A,Parabus,20.9458520,-89.6545400,Mérida,Yucatán,Mérida,97250,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1340,MD1340_Contraflujo_Mérida,AV. AVIACIÓN X CALLE 108 Y X CALLE 110,Contraflujo,B,Parabus,20.9458520,-89.6545400,Mérida,Yucatán,Mérida,97250,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1341,MD1341_Flujo_Mérida,PROL. PASEO PASEO MONTEJO X CALLE 6 Y CALLE 3 B,Flujo,A,Parabus,21.0225240,-89.6215790,Mérida,Yucatán,Mérida,97119,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1341,MD1341_Contraflujo_Mérida,PROL. PASEO PASEO MONTEJO X CALLE 6 Y CALLE 3 B,Contraflujo,B,Parabus,21.0225240,-89.6215790,Mérida,Yucatán,Mérida,97119,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1342,MD1342_Flujo_Mérida,PROL. PASEO PASEO MONTEJO X CALLE 9 Y CALLE 42,Flujo,A,Parabus,21.0187680,-89.6184790,Mérida,Yucatán,Mérida,97120,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1342,MD1342_Contraflujo_Mérida,PROL. PASEO PASEO MONTEJO X CALLE 9 Y CALLE 42,Contraflujo,B,Parabus,21.0187680,-89.6184790,Mérida,Yucatán,Mérida,97120,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1343,MD1343_Flujo_Mérida,AV. JACINTO CANEK X CALLE 90 Y CALLE 96,Flujo,A,Parabus,20.9776080,-89.6439730,Mérida,Yucatán,Mérida,97069,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1343,MD1343_Contraflujo_Mérida,AV. JACINTO CANEK X CALLE 90 Y CALLE 96,Contraflujo,B,Parabus,20.9776080,-89.6439730,Mérida,Yucatán,Mérida,97069,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1400,MD1400_Flujo_Mérida,AV. JACINTO CANEK X CALLE 98 A Y CALLE 100,Flujo,A,Parabus,20.9801460,-89.6480920,Mérida,Yucatán,Mérida,97225,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1400,MD1400_Contraflujo_Mérida,AV. JACINTO CANEK X CALLE 98 A Y CALLE 100,Contraflujo,B,Parabus,20.9801460,-89.6480920,Mérida,Yucatán,Mérida,97225,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1344,MD1344_Flujo_Mérida,CALLE 50 X CALLE 53 F Y CALLE 55 FRANCISCO DE MONTEJO,Flujo,A,Parabus,21.0274950,-89.6481260,Mérida,Yucatán,Mérida,97203,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1344,MD1344_Contraflujo_Mérida,CALLE 50 X CALLE 53 F Y CALLE 55 FRANCISCO DE MONTEJO,Contraflujo,B,Parabus,21.0274950,-89.6481260,Mérida,Yucatán,Mérida,97203,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1345,MD1345_Flujo_Mérida,AV. TECNOLOGICO X CALLE 1 BIS Y PASO A  DESNIVEL,Flujo,A,Parabus,21.0261280,-89.6262330,Mérida,Yucatán,Mérida,97119,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1345,MD1345_Contraflujo_Mérida,AV. TECNOLOGICO X CALLE 1 BIS Y PASO A  DESNIVEL,Contraflujo,B,Parabus,21.0261280,-89.6262330,Mérida,Yucatán,Mérida,97119,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1346,MD1346_Flujo_Mérida,AV. COLON X CALLE 20 Y CALLE 18,Flujo,A,Parabus,20.9877550,-89.6319910,Mérida,Yucatán,Mérida,97070,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1346,MD1346_Contraflujo_Mérida,AV. COLON X CALLE 20 Y CALLE 18,Contraflujo,B,Parabus,20.9877550,-89.6319910,Mérida,Yucatán,Mérida,97070,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1347,MD1347_Flujo_Mérida,AV. ALFREDO BARRERA VAZQUEZ X CALLE 38 Y CALLE 40,Flujo,A,Parabus,20.9955730,-89.6448110,Mérida,Yucatán,Mérida,97219,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1347,MD1347_Contraflujo_Mérida,AV. ALFREDO BARRERA VAZQUEZ X CALLE 38 Y CALLE 40,Contraflujo,B,Parabus,20.9955730,-89.6448110,Mérida,Yucatán,Mérida,97219,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1348,MD1348_Flujo_Mérida,CALLE 55 X CALLE 16 Y CTO. COLONIAS,Flujo,A,Parabus,20.9694320,-89.5903310,Mérida,Yucatán,Mérida,97160,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1348,MD1348_Contraflujo_Mérida,CALLE 55 X CALLE 16 Y CTO. COLONIAS,Contraflujo,B,Parabus,20.9694320,-89.5903310,Mérida,Yucatán,Mérida,97160,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1349,MD1349_Flujo_Mérida,CALLE 51 X CALLE 58 Y CALLE 60 FRANCISCO DE MONTEJO,Flujo,A,Parabus,21.0338670,-89.6522110,Mérida,Yucatán,Mérida,97203,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1349,MD1349_Contraflujo_Mérida,CALLE 51 X CALLE 58 Y CALLE 60 FRANCISCO DE MONTEJO,Contraflujo,B,Parabus,21.0338670,-89.6522110,Mérida,Yucatán,Mérida,97203,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1350,MD1350_Flujo_Mérida,AV. JOSE DIAZ BOLIO X CALLE 22 Y CALLE 20,Flujo,A,Parabus,21.0012700,-89.6048190,Mérida,Yucatán,Mérida,97137,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1350,MD1350_Contraflujo_Mérida,AV. JOSE DIAZ BOLIO X CALLE 22 Y CALLE 20,Contraflujo,B,Parabus,21.0012700,-89.6048190,Mérida,Yucatán,Mérida,97137,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1351,MD1351_Flujo_Mérida,AV. REPUBLICA DE COREA X CALLE 12 Y CALLE 4,Flujo,A,Parabus,21.0255030,-89.5731580,Mérida,Yucatán,Mérida,97134,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1351,MD1351_Contraflujo_Mérida,AV. REPUBLICA DE COREA X CALLE 12 Y CALLE 4,Contraflujo,B,Parabus,21.0255030,-89.5731580,Mérida,Yucatán,Mérida,97134,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1352,MD1352_Flujo_Mérida,CIRCUITO COLONIAS X CALLE 75 Y CALLE 85,Flujo,A,Parabus,20.9476820,-89.5925870,Mérida,Yucatán,Mérida,97174,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1352,MD1352_Contraflujo_Mérida,CIRCUITO COLONIAS X CALLE 75 Y CALLE 85,Contraflujo,B,Parabus,20.9476820,-89.5925870,Mérida,Yucatán,Mérida,97174,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1353,MD1353_Flujo_Mérida,CALLE 75 X CALLE 50 Y CALLE 42 GRAN PLAZA,Flujo,A,Parabus,21.0306710,-89.6254930,Mérida,Yucatán,Mérida,97115,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1353,MD1353_Contraflujo_Mérida,CALLE 75 X CALLE 50 Y CALLE 42 GRAN PLAZA,Contraflujo,B,Parabus,21.0306710,-89.6254930,Mérida,Yucatán,Mérida,97115,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1354,MD1354_Flujo_Mérida,AV. JACINTO CANEK X CALLE 62 Y CALLE 68,Flujo,A,Parabus,20.9869110,-89.6591990,Mérida,Yucatán,Mérida,97227,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1354,MD1354_Contraflujo_Mérida,AV. JACINTO CANEK X CALLE 62 Y CALLE 68,Contraflujo,B,Parabus,20.9869110,-89.6591990,Mérida,Yucatán,Mérida,97227,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1355,MD1355_Flujo_Mérida,CALLE 50 X CALLE 29 A Y CALLE 33 COL. PACABTUN,Flujo,A,Parabus,20.9748740,-89.5807110,Mérida,Yucatán,Mérida,97160,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1355,MD1355_Contraflujo_Mérida,CALLE 50 X CALLE 29 A Y CALLE 33 COL. PACABTUN,Contraflujo,B,Parabus,20.9748740,-89.5807110,Mérida,Yucatán,Mérida,97160,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1356,MD1356_Flujo_Mérida,AV. 23 X CALLE 70 Y CALLE 4 CD. CAUCEL,Flujo,A,Parabus,21.0073650,-89.6920320,Mérida,Yucatán,Mérida,97314,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1356,MD1356_Contraflujo_Mérida,AV. 23 X CALLE 70 Y CALLE 4 CD. CAUCEL,Contraflujo,B,Parabus,21.0073650,-89.6920320,Mérida,Yucatán,Mérida,97314,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1357,MD1357_Flujo_Mérida,AV. 23 X CALLE 31 Y CALLE 4 CD. CAUCEL,Flujo,A,Parabus,21.0074170,-89.6923780,Mérida,Yucatán,Mérida,97314,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1357,MD1357_Contraflujo_Mérida,AV. 23 X CALLE 31 Y CALLE 4 CD. CAUCEL,Contraflujo,B,Parabus,21.0074170,-89.6923780,Mérida,Yucatán,Mérida,97314,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1358,MD1358_Flujo_Mérida,CALLE 46 X CALLE 115 Y CALLE 117 COL. CINCO COLONIAS,Flujo,A,Parabus,20.9343010,-89.6142940,Mérida,Yucatán,Mérida,97280,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1358,MD1358_Contraflujo_Mérida,CALLE 46 X CALLE 115 Y CALLE 117 COL. CINCO COLONIAS,Contraflujo,B,Parabus,20.9343010,-89.6142940,Mérida,Yucatán,Mérida,97280,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1359,MD1359_Flujo_Mérida,CALLE 33 X CALLE 24 FRACC. LOS PINOS,Flujo,A,Parabus,21.0027060,-89.5736190,Mérida,Yucatán,Mérida,97138,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1359,MD1359_Contraflujo_Mérida,CALLE 33 X CALLE 24 FRACC. LOS PINOS,Contraflujo,B,Parabus,21.0027060,-89.5736190,Mérida,Yucatán,Mérida,97138,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1360,MD1360_Flujo_Mérida,CALLE 46 D X CALLE 119 Y CALLE 123 A COL. SERAPIO RENDON,Flujo,A,Parabus,20.9319610,-89.6171050,Mérida,Yucatán,Mérida,97286,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1360,MD1360_Contraflujo_Mérida,CALLE 46 D X CALLE 119 Y CALLE 123 A COL. SERAPIO RENDON,Contraflujo,B,Parabus,20.9319610,-89.6171050,Mérida,Yucatán,Mérida,97286,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1361,MD1361_Flujo_Mérida,AV. CUPULES X PROL. PASEO MONTEJO Y CALLE 58 A,Flujo,A,Parabus,20.9868090,-89.6186820,Mérida,Yucatán,Mérida,97000,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1361,MD1361_Contraflujo_Mérida,AV. CUPULES X PROL. PASEO MONTEJO Y CALLE 58 A,Contraflujo,B,Parabus,20.9868090,-89.6186820,Mérida,Yucatán,Mérida,97000,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1362,MD1362_Flujo_Mérida,CALLE 35 X CALLE 33 Y CALLE 44COL. POLIGONO 108,Flujo,A,Parabus,20.9980060,-89.5732720,Mérida,Yucatán,Mérida,97143,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1362,MD1362_Contraflujo_Mérida,CALLE 35 X CALLE 33 Y CALLE 44COL. POLIGONO 108,Contraflujo,B,Parabus,20.9980060,-89.5732720,Mérida,Yucatán,Mérida,97143,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1363,MD1363_Flujo_Mérida,AV. FIDEL VELAZQUEZ X CALLE 40 A Y CALLE 42,Flujo,A,Parabus,20.9670750,-89.5735980,Mérida,Yucatán,Mérida,97166,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1363,MD1363_Contraflujo_Mérida,AV. FIDEL VELAZQUEZ X CALLE 40 A Y CALLE 42,Contraflujo,B,Parabus,20.9670750,-89.5735980,Mérida,Yucatán,Mérida,97166,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1364,MD1364_Flujo_Mérida,AV. CORREA RACHÓ X CALLE 21 Y CALLE 13,Flujo,A,Parabus,21.0027670,-89.5938380,Mérida,Yucatán,Mérida,97166,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1364,MD1364_Contraflujo_Mérida,AV. CORREA RACHÓ X CALLE 21 Y CALLE 13,Contraflujo,B,Parabus,21.0027670,-89.5938380,Mérida,Yucatán,Mérida,97166,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1365,MD1365_Flujo_Mérida,AV. CORREA RACHÓ X CALLE 10 Y CALLE 10 A,Flujo,A,Parabus,21.0103630,-89.5849770,Mérida,Yucatán,Mérida,97166,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1365,MD1365_Contraflujo_Mérida,AV. CORREA RACHÓ X CALLE 10 Y CALLE 10 A,Contraflujo,B,Parabus,21.0215250,-89.6092930,Mérida,Yucatán,Mérida,97166,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1366,MD1366_Flujo_Mérida,AV. CÁMARA DE COMERCIO X CALLE 36 Y CALLE 34,Flujo,A,Parabus,21.0215250,-89.6092930,Mérida,Yucatán,Mérida,97166,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1366,MD1366_Contraflujo_Mérida,AV. CÁMARA DE COMERCIO X CALLE 36 Y CALLE 34,Contraflujo,B,Parabus,21.0261280,-89.6262330,Mérida,Yucatán,Mérida,97166,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1367,MD1367_Flujo_Mérida,AV. CUPULES X CALLE 12 Y CALLE 62,Flujo,A,Parabus,20.9901470,-89.6233050,Mérida,Yucatán,Mérida,97166,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1367,MD1367_Contraflujo_Mérida,AV. CUPULES X CALLE 12 Y CALLE 62,Contraflujo,B,Parabus,20.9901470,-89.6233050,Mérida,Yucatán,Mérida,97166,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1368,MD1368_Flujo_Mérida,AV. PÉREZ PONCE X CALLE 52 Y CALLE 50 A ,Flujo,A,Parabus,20.9847510,-89.6138470,Mérida,Yucatán,Mérida,97166,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1368,MD1368_Contraflujo_Mérida,AV. PÉREZ PONCE X CALLE 52 Y CALLE 50 A ,Contraflujo,B,Parabus,20.9847510,-89.6138470,Mérida,Yucatán,Mérida,97166,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1369,MD1369_Flujo_Mérida,PROL. PASEO MONTEJO X CALLE 23 Y AV. JOSE DÍAZ BOLIO,Flujo,A,Parabus,21.0023740,-89.6151300,Mérida,Yucatán,Mérida,97166,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1369,MD1369_Contraflujo_Mérida,PROL. PASEO MONTEJO X CALLE 23 Y AV. JOSE DÍAZ BOLIO,Contraflujo,B,Parabus,21.0023740,-89.6151300,Mérida,Yucatán,Mérida,97166,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1370,MD1370_Flujo_Mérida,CTO. COLONIAS X CALLE 109 Y AV. 1° DE MAYO ,Flujo,A,Parabus,20.9382240,-89.6162290,Mérida,Yucatán,Mérida,97166,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1370,MD1370_Contraflujo_Mérida,CTO. COLONIAS X CALLE 109 Y AV. 1° DE MAYO ,Contraflujo,B,Parabus,20.9382240,-89.6162290,Mérida,Yucatán,Mérida,97166,Tradicional ,O-P,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1371,MD1371_Flujo_Mérida,AV. CÁMARA DE COMERCIO X CALLE 44 Y CALLE 42,Flujo,A,Parabus,21.0206460,-89.6124010,Mérida,Yucatán,Mérida,97166,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1371,MD1371_Contraflujo_Mérida,AV. CÁMARA DE COMERCIO X CALLE 44 Y CALLE 42,Contraflujo,B,Parabus,21.0206460,-89.6124010,Mérida,Yucatán,Mérida,97166,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1372,MD1372_Flujo_Mérida,CALLE 50 X CALLE 55 Y CALLE 55 C,Flujo,A,Parabus,21.0270010,-89.6481560,Mérida,Yucatán,Mérida,97166,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1372,MD1372_Contraflujo_Mérida,CALLE 50 X CALLE 55 Y CALLE 55 C,Contraflujo,B,Parabus,21.0270010,-89.6481560,Mérida,Yucatán,Mérida,97166,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1373,MD1373_Flujo_Mérida,AV. TECNOLÓGICO X CALLE 19 Y CALLE 19 A ,Flujo,A,Parabus,21.0128240,-89.6241710,Mérida,Yucatán,Mérida,97166,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1373,MD1373_Contraflujo_Mérida,AV. TECNOLÓGICO X CALLE 19 Y CALLE 19 A ,Contraflujo,B,Parabus,21.0128240,-89.6241710,Mérida,Yucatán,Mérida,97166,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1374,MD1374_Flujo_Mérida,AV. CAMARA DE COMERCIO X CALLE 5 Y CALLE 18,Flujo,A,Parabus,21.0177270,-89.5924390,Mérida,Yucatán,Mérida,97166,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1374,MD1374_Contraflujo_Mérida,AV. CAMARA DE COMERCIO X CALLE 5 Y CALLE 18,Contraflujo,B,Parabus,21.0177270,-89.5924390,Mérida,Yucatán,Mérida,97314,Tradicional ,P-O,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1375,MD1375_Flujo_Mérida,CALLE 20 X CALLE 29 A Y CALLE 31 A ,Flujo,A,Parabus,20.9894390,-89.5714110,Mérida,Yucatán,Mérida,97314,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1375,MD1375_Contraflujo_Mérida,CALLE 20 X CALLE 29 A Y CALLE 31 A ,Contraflujo,B,Parabus,20.9894390,-89.5714110,Mérida,Yucatán,Mérida,97314,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1376,MD1376_Flujo_Mérida,AV. CORREA RACHÓ X CALLE 9 Y CALLE 11,Flujo,A,Parabus,21.0040180,-89.5924240,Mérida,Yucatán,Mérida,97130,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1376,MD1376_Contraflujo_Mérida,AV. CORREA RACHÓ X CALLE 9 Y CALLE 11,Contraflujo,B,Parabus,21.0040180,-89.5924240,Mérida,Yucatán,Mérida,97130,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1377,MD1377_Flujo_Mérida,AV. CORREA RACHÓ X CALLE 18 Y CALLE 20,Flujo,A,Parabus,21.0080700,-89.5878660,Mérida,Yucatán,Mérida,97130,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1377,MD1377_Contraflujo_Mérida,AV. CORREA RACHÓ X CALLE 18 Y CALLE 20,Contraflujo,B,Parabus,21.0080700,-89.5878660,Mérida,Yucatán,Mérida,97130,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1378,MD1378_Flujo_Mérida,AV. CORREA RACHÓ X CALLE 9 Y CALLE 9 A,Flujo,A,Parabus,21.0047470,-89.5918040,Mérida,Yucatán,Mérida,97130,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1378,MD1378_Contraflujo_Mérida,AV. CORREA RACHÓ X CALLE 9 Y CALLE 9 A,Contraflujo,B,Parabus,21.0047470,-89.5918040,Mérida,Yucatán,Mérida,97130,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1379,MD1379_Flujo_Mérida,AV. YUCATÁN X CALLE 21 Y CALLE 13,Flujo,A,Parabus,20.9979350,-89.5956960,Mérida,Yucatán,Mérida,97135,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1379,MD1379_Contraflujo_Mérida,AV. YUCATÁN X CALLE 21 Y CALLE 13,Contraflujo,B,Parabus,20.9979350,-89.5956960,Mérida,Yucatán,Mérida,97135,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1380,MD1380_Flujo_Mérida,AV. YUCATÁN X CALLE 17 DIAG. Y CALLE 68,Flujo,A,Parabus,20.9978370,-89.5955670,Mérida,Yucatán,Mérida,97135,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1380,MD1380_Contraflujo_Mérida,AV. YUCATÁN X CALLE 17 DIAG. Y CALLE 68,Contraflujo,B,Parabus,20.9978370,-89.5955670,Mérida,Yucatán,Mérida,97135,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1381,MD1381_Flujo_Mérida,CALLE 7 X CALLE 22 Y CALLE 24,Flujo,A,Parabus,21.0201210,-89.5788130,Mérida,Yucatán,Mérida,97134,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1381,MD1381_Contraflujo_Mérida,CALLE 7 X CALLE 22 Y CALLE 24,Contraflujo,B,Parabus,21.0201210,-89.5788130,Mérida,Yucatán,Mérida,97134,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1382,MD1382_Flujo_Mérida,AV. REPÚBLICA DE COREA X CALLE 7 Y AV. CÁMARA DE COMERCIO,Flujo,A,Parabus,21.0134840,-89.5837350,Mérida,Yucatán,Mérida,97130,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1382,MD1382_Contraflujo_Mérida,AV. REPÚBLICA DE COREA X CALLE 7 Y AV. CÁMARA DE COMERCIO,Contraflujo,B,Parabus,21.0134840,-89.5837350,Mérida,Yucatán,Mérida,97130,Tradicional ,N-S,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
MD1383,MD1383_Flujo_Mérida,AV. REPÚBLICA DE COREA X CALLE 16 A Y CALLE 18,Flujo,A,Parabus,21.0231640,-89.5756070,Mérida,Yucatán,Mérida,97134,Tradicional ,S-N,NO,NA,NO,,,,Parabus,1.21,1.77,,,,CD,1,24 hrs
